input,target_position,completion
Emma sees Sophia. Susan sees Linda. Lisa sees Andrew. Peter sees Zoe. Mary sees Ryan. Mark sees Daniel. Peter sees,4,Zoe
Susan fears Brian. Mary fears Andrew. Paul fears Jake. Mike fears Jason. Lisa fears Ryan. Sarah fears Adam. Mike fears,4,Jason
Laura fears Eric. Mike fears Helen. Emma fears Andrew. Tom fears Brian. Mary fears Sophia. Chris fears Olivia. Tom fears,4,Brian
Tom knows Jason. Mary knows Grace. Kevin knows Robert. Anna knows Lucy. Mark knows Andrew. Paul knows Karen. Mark knows,5,Andrew
David meets Jason. Anna meets Lucy. Lisa meets Andrew. Kate meets Brian. Laura meets Daniel. Amy meets Emily. Laura meets,5,Daniel
Laura wants Sophia. John wants Daniel. James wants Eric. Mary wants Grace. Susan wants Helen. Lisa wants Emily. Susan wants,5,Helen
Tom helps Daniel. Kate helps Robert. Peter helps Jason. Chris helps Grace. Kevin helps Thomas. Mary helps Jane. Kevin helps,5,Thomas
Emma knows Eric. Alex knows Helen. John knows Jake. Mary knows Karen. James knows Daniel. Tom knows Robert. James knows,5,Daniel
John follows Karen. Mary follows Emily. Kate follows Jake. Emma follows Lucy. Paul follows Olivia. Susan follows Linda. Paul follows,5,Olivia
Sarah texts Brian. Tom texts Olivia. Amy texts Grace. Kate texts Thomas. Laura texts Daniel. Kevin texts Emily. Laura texts,5,Daniel
David trusts Adam. Amy trusts Karen. Sarah trusts Andrew. Susan trusts Emily. Peter trusts Helen. James trusts Olivia. Peter trusts,5,Helen
Tom visits Olivia. Lisa visits Zoe. Anna visits Robert. Laura visits Linda. Peter visits Adam. Mark visits Sophia. Peter visits,5,Adam
Kate needs Adam. Mary needs Andrew. Kevin needs Lucy. Amy needs Zoe. Laura needs Thomas. Mike needs Daniel. Laura needs,5,Thomas
Mark meets Helen. Amy meets Eric. Tom meets Grace. James meets Linda. Lisa meets Jake. Alex meets Thomas. Lisa meets,5,Jake
Alex helps Adam. John helps Grace. James helps Andrew. Paul helps Emily. Kevin helps Jane. Anna helps Daniel. Kevin helps,5,Jane
Kate visits Robert. Lisa visits Emily. Alex visits Jake. James visits Jane. David visits Adam. Mark visits Olivia. David visits,5,Adam
John fears Emily. Lisa fears Daniel. Kate fears Andrew. Mark fears Helen. Laura fears Thomas. Mary fears Jane. Laura fears,5,Thomas
Mike thanks Emily. John thanks Brian. Alex thanks Grace. Emma thanks Adam. Susan thanks Karen. Sarah thanks Ryan. Susan thanks,5,Karen
Amy sees Eric. Kate sees Adam. Anna sees Grace. Paul sees Olivia. Peter sees Linda. Kevin sees Jason. Peter sees,5,Linda
Mark pays Thomas. Chris pays Eric. Mike pays Brian. Amy pays Sophia. Emma pays Jake. Sarah pays Ryan. Emma pays,5,Jake
Tom follows Ryan. Kevin follows Karen. Anna follows Zoe. David follows Sophia. Chris follows Daniel. Mark follows Lucy. Chris follows,5,Daniel
Paul asks Jason. Tom asks Jake. Chris asks Andrew. Sarah asks Daniel. Laura asks Karen. Anna asks Linda. Laura asks,5,Karen
David sees Adam. Paul sees Eric. Anna sees Daniel. John sees Robert. Mark sees Thomas. Laura sees Jake. Mark sees,5,Thomas
Paul calls Grace. James calls Thomas. Amy calls Robert. David calls Jason. Chris calls Brian. Alex calls Emily. Alex calls,6,Emily
Kate calls Robert. Paul calls Helen. Tom calls Thomas. Laura calls Lucy. Lisa calls Grace. Alex calls Jane. Alex calls,6,Jane
Paul hates Lucy. Kevin hates Adam. Emma hates Andrew. Mary hates Jake. Susan hates Grace. Chris hates Karen. Chris hates,6,Karen
Sarah visits Zoe. Tom visits Karen. Mike visits Sophia. Susan visits Daniel. James visits Andrew. Mark visits Lucy. Mark visits,6,Lucy
Amy wants Thomas. Peter wants Brian. Emma wants Karen. Tom wants Linda. David wants Lucy. Alex wants Jake. Alex wants,6,Jake
Chris asks Jake. Mark asks Adam. Lisa asks Helen. Kevin asks Linda. Tom asks Karen. Emma asks Robert. Emma asks,6,Robert
Mike fears Robert. Chris fears Olivia. Sarah fears Emily. John fears Sophia. Alex fears Andrew. Mark fears Brian. Mark fears,6,Brian
Anna loves Jason. Tom loves Emily. Mary loves Karen. Alex loves Jake. Susan loves Sophia. John loves Daniel. John loves,6,Daniel
James wants Lucy. John wants Robert. Emma wants Zoe. Lisa wants Jason. Laura wants Eric. Chris wants Jake. Chris wants,6,Jake
Laura thanks Linda. Kevin thanks Thomas. Mary thanks Zoe. Lisa thanks Grace. James thanks Jake. David thanks Helen. David thanks,6,Helen
Amy trusts Andrew. Anna trusts Ryan. Lisa trusts Linda. Susan trusts Robert. John trusts Helen. David trusts Zoe. David trusts,6,Zoe
Lisa thanks Jake. Mary thanks Helen. Mark thanks Brian. Laura thanks Olivia. Sarah thanks Grace. Peter thanks Ryan. Peter thanks,6,Ryan
John trusts Brian. Susan trusts Andrew. Paul trusts Jason. Emma trusts Sophia. Tom trusts Grace. Chris trusts Emily. Chris trusts,6,Emily
Mike knows Lucy. Laura knows Thomas. Chris knows Adam. Sarah knows Daniel. Mary knows Robert. Kevin knows Jason. Kevin knows,6,Jason
Mark asks Thomas. Peter asks Karen. Laura asks Lucy. Alex asks Linda. David asks Daniel. Susan asks Jake. Susan asks,6,Jake
James asks Brian. Amy asks Daniel. Sarah asks Jason. Tom asks Thomas. Mark asks Linda. John asks Eric. John asks,6,Eric
Susan knows Linda. Lisa knows Karen. John knows Jason. Anna knows Daniel. Peter knows Adam. Mark knows Robert. Mark knows,6,Robert
Chris knows Brian. Anna knows Karen. Alex knows Jason. Lisa knows Lucy. Paul knows Ryan. Mark knows Grace. Mark knows,6,Grace
Kevin pays Lucy. Mike pays Andrew. Mark pays Emily. Sarah pays Thomas. Chris pays Olivia. Amy pays Jane. Amy pays,6,Jane
Chris hates Grace. Emma hates Zoe. Kate hates Lucy. Alex hates Adam. Mike hates Sophia. Peter hates Emily. Peter hates,6,Emily
