input,target_position,completion,generated_text,is_correct
Alex loves Kate. Mark loves Mike. Sarah loves Anna. James loves Peter. Emma loves Tom. David loves Susan. John loves Chris. Mary loves Paul. Alex loves,1,Kate, Kate.,True
Alex likes Paul. David likes Susan. Mark likes Mike. Mary likes Anna. Emma likes Chris. James likes Tom. Sarah likes Kate. John likes Peter. Alex likes,1,Paul, Susan.,False
Mark loves Peter. David loves Kate. Sarah loves Tom. John loves Anna. Mary loves Mike. Alex loves Chris. James loves Susan. Emma loves Paul. David loves,2,Kate, Kate.,True
Emma meets Kate. John meets Chris. David meets Anna. Sarah meets Tom. Mark meets Mike. James meets Peter. Alex meets Paul. Mary meets Susan. John meets,2,Chris, Kate.,False
Sarah loves Anna. John loves Kate. Emma loves Peter. Mark loves Paul. James loves Tom. David loves Susan. Mary loves Mike. Alex loves Chris. John loves,2,Kate, Sarah.,False
John knows Paul. Sarah knows Anna. Emma knows Kate. Alex knows Tom. Mark knows Chris. Mary knows Peter. David knows Susan. James knows Mike. Sarah knows,2,Anna, David.,False
Mary likes Kate. James likes Mike. Alex likes Tom. Emma likes Peter. Sarah likes Anna. Mark likes Paul. John likes Chris. David likes Susan. James likes,2,Mike, Kate.,False
John hates Susan. Alex hates Tom. James hates Mike. Mary hates Kate. Mark hates Peter. Emma hates Chris. David hates Anna. Sarah hates Paul. Alex hates,2,Tom, John.,False
Mary hates Kate. John hates Tom. Alex hates Paul. David hates Peter. Mark hates Anna. James hates Mike. Emma hates Chris. Sarah hates Susan. John hates,2,Tom, Kate.,False
John loves Chris. Sarah loves Paul. Emma loves Mike. David loves Anna. Mark loves Tom. Alex loves Susan. Mary loves Kate. James loves Peter. Sarah loves,2,Paul, John.,False
Mary knows Peter. David knows Chris. Mark knows Susan. Alex knows Paul. James knows Tom. Sarah knows Kate. John knows Anna. Emma knows Mike. David knows,2,Chris, Sarah.,False
Mark calls Paul. Mary calls Susan. John calls Kate. James calls Anna. Emma calls Mike. Alex calls Tom. Sarah calls Peter. David calls Chris. Mary calls,2,Susan, Susan.,True
Emma likes Peter. Mary likes Tom. David likes Mike. Sarah likes Chris. Mark likes Anna. Alex likes Susan. James likes Kate. John likes Paul. Mary likes,2,Tom, Tom.,True
Mark loves Mike. James loves Peter. Emma loves Susan. John loves Anna. Alex loves Chris. Sarah loves Tom. Mary loves Kate. David loves Paul. James loves,2,Peter, Mark.,False
Emma helps Susan. Sarah helps Peter. Mark helps Tom. David helps Mike. Alex helps Chris. John helps Anna. Mary helps Kate. James helps Paul. Sarah helps,2,Peter, Emma.,False
David hates Paul. Mary hates Tom. Mark hates Susan. John hates Peter. James hates Kate. Emma hates Anna. Alex hates Chris. Sarah hates Mike. Mary hates,2,Tom, Paul.,False
Sarah helps Mike. Mark helps Paul. Emma helps Peter. John helps Chris. James helps Susan. Mary helps Tom. David helps Kate. Alex helps Anna. Mark helps,2,Paul, Sarah.,False
Sarah calls Kate. Emma calls Susan. John calls Paul. Alex calls Chris. David calls Anna. Mark calls Tom. James calls Mike. Mary calls Peter. Emma calls,2,Susan, Kate.,False
James meets Paul. Mary meets Kate. David meets Chris. Mark meets Peter. John meets Tom. Sarah meets Susan. Alex meets Anna. Emma meets Mike. Mary meets,2,Kate, Kate.,True
Mark likes Kate. Sarah likes Tom. James likes Mike. Alex likes Chris. David likes Susan. Mary likes Anna. Emma likes Paul. John likes Peter. Sarah likes,2,Tom, David.,False
Mary meets Kate. Sarah meets Peter. Alex meets Anna. Mark meets Paul. John meets Chris. James meets Mike. David meets Tom. Emma meets Susan. Sarah meets,2,Peter, David.,False
David sees Kate. Mary sees Chris. Alex sees Anna. Emma sees Susan. James sees Paul. John sees Tom. Sarah sees Peter. Mark sees Mike. Mary sees,2,Chris, Chris.,True
James meets Anna. David meets Tom. John meets Paul. Emma meets Peter. Sarah meets Chris. Mary meets Mike. Mark meets Susan. Alex meets Kate. John meets,3,Paul, Sarah.,False
James meets Peter. John meets Paul. David meets Kate. Sarah meets Susan. Mark meets Anna. Alex meets Mike. Mary meets Chris. Emma meets Tom. David meets,3,Kate, Kate.,True
Alex loves Paul. David loves Susan. Mark loves Kate. Mary loves Mike. Emma loves Peter. John loves Chris. Sarah loves Tom. James loves Anna. Mark loves,3,Kate, Kate.,True
Alex knows Mike. Mark knows Susan. Mary knows Kate. Sarah knows Tom. John knows Anna. David knows Peter. James knows Paul. Emma knows Chris. Mary knows,3,Kate, David.,False
Mary loves Kate. John loves Peter. Mark loves Paul. David loves Chris. James loves Susan. Alex loves Anna. Emma loves Mike. Sarah loves Tom. Mark loves,3,Paul, Kate.,False
Mary loves Anna. Alex loves Chris. John loves Tom. David loves Paul. Sarah loves Kate. James loves Peter. Emma loves Mike. Mark loves Susan. John loves,3,Tom, Sarah.,False
Alex loves Paul. Mark loves Susan. Mary loves Tom. John loves Mike. Sarah loves Chris. Emma loves Kate. David loves Anna. James loves Peter. Mary loves,3,Tom, John.,False
Sarah helps Anna. David helps Mike. John helps Kate. Mary helps Tom. James helps Susan. Alex helps Paul. Emma helps Chris. Mark helps Peter. John helps,3,Kate, Kate.,True
David knows Anna. Alex knows Tom. Sarah knows Susan. Mark knows Chris. James knows Paul. John knows Mike. Mary knows Kate. Emma knows Peter. Sarah knows,3,Susan, David.,False
David likes Tom. Alex likes Chris. Mary likes Mike. Mark likes Paul. John likes Kate. Emma likes Peter. James likes Susan. Sarah likes Anna. Mary likes,3,Mike, David.,False
Mark sees Susan. John sees Mike. Emma sees Peter. James sees Tom. Alex sees Paul. David sees Chris. Sarah sees Anna. Mary sees Kate. Emma sees,3,Peter, John.,False
Alex sees Susan. James sees Chris. John sees Anna. Emma sees Tom. Sarah sees Peter. Mark sees Kate. Mary sees Mike. David sees Paul. John sees,3,Anna, Sarah.,False
James hates Susan. David hates Tom. John hates Chris. Mark hates Peter. Emma hates Mike. Mary hates Anna. Alex hates Kate. Sarah hates Paul. John hates,3,Chris, Mary.,False
John likes Paul. Mary likes Chris. Alex likes Anna. James likes Tom. David likes Kate. Emma likes Mike. Mark likes Peter. Sarah likes Susan. Alex likes,3,Anna, John.,False
Sarah knows Anna. James knows Susan. Mary knows Kate. David knows Paul. Mark knows Tom. Emma knows Peter. Alex knows Mike. John knows Chris. Mary knows,3,Kate, David.,False
John loves Susan. James loves Mike. Sarah loves Paul. Emma loves Tom. Alex loves Chris. Mary loves Peter. David loves Kate. Mark loves Anna. Sarah loves,3,Paul, John.,False
Sarah helps Anna. David helps Tom. John helps Susan. Mark helps Chris. Emma helps Kate. James helps Mike. Alex helps Paul. Mary helps Peter. John helps,3,Susan, Sarah.,False
James calls Mike. Mark calls Paul. David calls Chris. Mary calls Susan. Sarah calls Kate. Alex calls Peter. John calls Anna. Emma calls Tom. David calls,3,Chris, Sarah.,False
James knows Mike. Mark knows Susan. John knows Paul. Mary knows Kate. David knows Chris. Alex knows Tom. Sarah knows Peter. Emma knows Anna. John knows,3,Paul, Sarah.,False
Mark calls Chris. Mary calls Paul. Emma calls Kate. David calls Mike. Alex calls Susan. John calls Tom. James calls Anna. Sarah calls Peter. Emma calls,3,Kate, David.,False
John calls Mike. Mary calls Tom. James calls Paul. Emma calls Chris. David calls Anna. Mark calls Peter. Sarah calls Susan. Alex calls Kate. Emma calls,4,Chris, David.,False
James loves Chris. David loves Paul. John loves Tom. Mark loves Anna. Sarah loves Mike. Mary loves Kate. Emma loves Peter. Alex loves Susan. Mark loves,4,Anna, Sarah.,False
Emma meets Mike. Mark meets Anna. David meets Peter. Sarah meets Chris. James meets Paul. Mary meets Tom. John meets Kate. Alex meets Susan. Sarah meets,4,Chris, David.,False
Emma calls Kate. John calls Peter. Sarah calls Susan. Mary calls Tom. David calls Anna. James calls Chris. Mark calls Mike. Alex calls Paul. Mary calls,4,Tom, David.,False
Sarah hates Paul. James hates Kate. David hates Susan. Mark hates Mike. Alex hates Chris. Emma hates Peter. John hates Anna. Mary hates Tom. Mark hates,4,Mike, Kate.,False
Sarah meets Susan. Emma meets Peter. James meets Mike. David meets Kate. Mary meets Tom. John meets Paul. Alex meets Anna. Mark meets Chris. David meets,4,Kate, Kate.,True
David helps Paul. Mary helps Mike. Emma helps Peter. John helps Anna. Mark helps Tom. Sarah helps Chris. James helps Susan. Alex helps Kate. John helps,4,Anna, Sarah.,False
Emma calls Paul. Alex calls Kate. David calls Peter. Mary calls Tom. John calls Anna. Mark calls Chris. Sarah calls Mike. James calls Susan. Mary calls,4,Tom, Tom.,True
Sarah knows Paul. Mark knows Mike. Alex knows Kate. Mary knows Chris. Emma knows Tom. David knows Anna. James knows Susan. John knows Peter. Mary knows,4,Chris, David.,False
Alex sees Peter. John sees Mike. Mark sees Paul. Sarah sees Tom. Emma sees Chris. James sees Kate. David sees Susan. Mary sees Anna. Sarah sees,4,Tom, John.,False
Emma sees Susan. Mary sees Tom. Sarah sees Peter. Alex sees Kate. Mark sees Paul. David sees Anna. James sees Mike. John sees Chris. Alex sees,4,Kate, Kate.,True
John loves Susan. Emma loves Anna. David loves Peter. Mary loves Tom. Mark loves Paul. Sarah loves Mike. Alex loves Chris. James loves Kate. Mary loves,4,Tom, John.,False
David helps Mike. John helps Susan. Mark helps Chris. Emma helps Kate. Mary helps Tom. Sarah helps Paul. Alex helps Anna. James helps Peter. Emma helps,4,Kate, Kate.,True
Alex knows Susan. Mary knows Paul. John knows Peter. James knows Tom. Sarah knows Mike. David knows Chris. Mark knows Kate. Emma knows Anna. James knows,4,Tom, Sarah.,False
Emma meets Tom. John meets Anna. David meets Chris. Sarah meets Susan. James meets Mike. Alex meets Kate. Mary meets Peter. Mark meets Paul. Sarah meets,4,Susan, David.,False
Mary calls Chris. James calls Peter. David calls Kate. Emma calls Tom. John calls Paul. Sarah calls Susan. Alex calls Mike. Mark calls Anna. Emma calls,4,Tom, Kate.,False
Alex calls Anna. Emma calls Tom. James calls Paul. David calls Peter. Mark calls Susan. John calls Chris. Sarah calls Mike. Mary calls Kate. David calls,4,Peter, Susan.,False
David calls Paul. Mark calls Chris. Alex calls Anna. Sarah calls Tom. James calls Kate. John calls Mike. Emma calls Susan. Mary calls Peter. Sarah calls,4,Tom, Tom.,True
John calls Mike. James calls Peter. Sarah calls Susan. Emma calls Paul. Alex calls Anna. Mark calls Tom. David calls Chris. Mary calls Kate. Emma calls,4,Paul, Sarah.,False
John loves Kate. David loves Paul. James loves Peter. Mark loves Mike. Emma loves Anna. Alex loves Susan. Mary loves Chris. Sarah loves Tom. Mark loves,4,Mike, Sarah.,False
James knows Peter. Mary knows Paul. David knows Tom. Mark knows Anna. Alex knows Kate. Emma knows Chris. John knows Susan. Sarah knows Mike. Alex knows,5,Kate, David.,False
David knows Mike. James knows Peter. Emma knows Susan. Sarah knows Chris. Mark knows Tom. Alex knows Anna. Mary knows Kate. John knows Paul. Mark knows,5,Tom, Sarah.,False
James helps Chris. Mary helps Paul. Mark helps Tom. Emma helps Susan. Sarah helps Peter. Alex helps Anna. David helps Kate. John helps Mike. Sarah helps,5,Peter, David.,False
Emma hates Anna. David hates Tom. Alex hates Susan. Mary hates Mike. Sarah hates Paul. James hates Peter. John hates Chris. Mark hates Kate. Sarah hates,5,Paul, Mark.,False
Mary meets Peter. Mark meets Susan. John meets Paul. Alex meets Chris. Emma meets Tom. David meets Mike. Sarah meets Kate. James meets Anna. Emma meets,5,Tom, David.,False
Mark loves Peter. John loves Paul. Alex loves Chris. David loves Anna. Sarah loves Susan. Mary loves Kate. Emma loves Mike. James loves Tom. Sarah loves,5,Susan, David.,False
Mary helps Susan. Emma helps Kate. David helps Anna. Sarah helps Chris. John helps Peter. Mark helps Paul. James helps Mike. Alex helps Tom. John helps,5,Peter, David.,False
Emma calls Peter. Sarah calls Paul. James calls Kate. Mark calls Chris. Mary calls Mike. David calls Tom. Alex calls Anna. John calls Susan. Mary calls,5,Mike, Mike.,True
Mary helps Chris. Mark helps Tom. James helps Peter. David helps Kate. Alex helps Mike. Emma helps Paul. John helps Susan. Sarah helps Anna. Alex helps,5,Mike, Kate.,False
Alex meets Anna. Mary meets Paul. Sarah meets Chris. David meets Kate. Mark meets Peter. James meets Tom. Emma meets Susan. John meets Mike. Mark meets,5,Peter, Sarah.,False
Mark calls Mike. Mary calls Tom. Sarah calls Anna. James calls Peter. Emma calls Kate. John calls Chris. David calls Paul. Alex calls Susan. Emma calls,5,Kate, Kate.,True
John helps Peter. Mark helps Anna. Alex helps Tom. Sarah helps Chris. James helps Paul. Mary helps Mike. Emma helps Kate. David helps Susan. James helps,5,Paul, Paul.,True
Mark calls Mike. Alex calls Peter. David calls Kate. John calls Paul. James calls Chris. Sarah calls Anna. Emma calls Tom. Mary calls Susan. James calls,5,Chris, Susan.,False
David calls Anna. James calls Kate. Mary calls Susan. Sarah calls Chris. Emma calls Tom. Alex calls Mike. Mark calls Paul. John calls Peter. Emma calls,5,Tom, Sarah.,False
David helps Paul. Emma helps Chris. James helps Peter. Mary helps Tom. Sarah helps Kate. John helps Susan. Mark helps Anna. Alex helps Mike. Sarah helps,5,Kate, Kate.,True
Sarah knows Mike. Emma knows Susan. John knows Paul. Mary knows Anna. David knows Kate. Alex knows Tom. Mark knows Peter. James knows Chris. David knows,5,Kate, Chris.,False
John calls Kate. Alex calls Chris. Sarah calls Tom. Mark calls Susan. Mary calls Mike. Emma calls Paul. David calls Anna. James calls Peter. Mary calls,5,Mike, David.,False
James knows Kate. Alex knows Susan. Mary knows Mike. Mark knows Paul. John knows Chris. Sarah knows Peter. Emma knows Tom. David knows Anna. John knows,5,Chris, David.,False
David knows Tom. James knows Mike. John knows Chris. Emma knows Paul. Mary knows Kate. Sarah knows Anna. Mark knows Peter. Alex knows Susan. Mary knows,5,Kate, Susan.,False
Mary hates Anna. Sarah hates Mike. John hates Kate. Emma hates Peter. David hates Paul. Alex hates Tom. James hates Chris. Mark hates Susan. David hates,5,Paul, Paul.,True
David calls Kate. Mark calls Anna. John calls Chris. Mary calls Peter. Alex calls Susan. Sarah calls Tom. Emma calls Paul. James calls Mike. Sarah calls,6,Tom, Emma.,False
David loves Anna. James loves Peter. Mary loves Mike. Mark loves Paul. Alex loves Kate. Emma loves Tom. John loves Susan. Sarah loves Chris. Emma loves,6,Tom, Tom.,True
Emma meets Tom. David meets Peter. James meets Mike. Mary meets Anna. Sarah meets Paul. John meets Chris. Alex meets Kate. Mark meets Susan. John meets,6,Chris, Kate.,False
David sees Chris. Alex sees Mike. Sarah sees Susan. Mary sees Anna. James sees Peter. Emma sees Paul. Mark sees Kate. John sees Tom. Emma sees,6,Paul, Kate.,False
Mary knows Anna. David knows Paul. Emma knows Susan. Sarah knows Tom. Mark knows Peter. John knows Mike. Alex knows Kate. James knows Chris. John knows,6,Mike, Kate.,False
Sarah helps Kate. James helps Peter. Alex helps Tom. David helps Paul. John helps Anna. Mary helps Mike. Emma helps Chris. Mark helps Susan. Mary helps,6,Mike, Mark.,False
Alex calls Kate. James calls Susan. Mark calls Peter. Emma calls Chris. Mary calls Anna. Sarah calls Tom. John calls Paul. David calls Mike. Sarah calls,6,Tom, David.,False
Mary sees Kate. Mark sees Susan. James sees Tom. Sarah sees Peter. John sees Mike. David sees Paul. Emma sees Anna. Alex sees Chris. David sees,6,Paul, Paul.,True
James loves Paul. John loves Anna. David loves Peter. Emma loves Mike. Sarah loves Chris. Alex loves Tom. Mark loves Kate. Mary loves Susan. Alex loves,6,Tom, Tom.,True
Sarah knows Anna. Emma knows Paul. David knows Tom. James knows Susan. Mary knows Chris. John knows Mike. Alex knows Peter. Mark knows Kate. John knows,6,Mike, Sarah.,False
Sarah calls Susan. Mary calls Mike. Alex calls Peter. Mark calls Paul. David calls Anna. Emma calls Chris. James calls Tom. John calls Kate. Emma calls,6,Chris, David.,False
Sarah sees Tom. Alex sees Susan. Mary sees Kate. John sees Chris. Mark sees Anna. David sees Paul. James sees Mike. Emma sees Peter. David sees,6,Paul, Kate.,False
Mark hates Tom. Mary hates Chris. David hates Paul. James hates Anna. Sarah hates Susan. Emma hates Mike. Alex hates Peter. John hates Kate. Emma hates,6,Mike, Sarah.,False
Alex sees Tom. John sees Chris. David sees Susan. Mary sees Peter. Emma sees Kate. James sees Anna. Sarah sees Paul. Mark sees Mike. James sees,6,Anna, Sarah.,False
Mark likes Paul. Sarah likes Tom. David likes Kate. John likes Mike. Mary likes Anna. Emma likes Susan. James likes Chris. Alex likes Peter. Emma likes,6,Susan, John.,False
Mark sees Mike. Mary sees Paul. John sees Susan. Sarah sees Anna. Alex sees Tom. James sees Chris. Emma sees Kate. David sees Peter. James sees,6,Chris, Kate.,False
John helps Paul. Alex helps Chris. Emma helps Peter. James helps Mike. David helps Anna. Sarah helps Tom. Mark helps Susan. Mary helps Kate. Sarah helps,6,Tom, Tom.,True
John hates Peter. David hates Tom. Sarah hates Paul. Mary hates Chris. Emma hates Anna. James hates Mike. Alex hates Kate. Mark hates Susan. James hates,6,Mike, Kate.,False
David calls Susan. John calls Peter. James calls Anna. Mark calls Kate. Mary calls Tom. Emma calls Chris. Alex calls Mike. Sarah calls Paul. Emma calls,6,Chris, Chris.,True
Emma hates Mike. David hates Peter. Sarah hates Paul. Mark hates Anna. James hates Tom. Alex hates Chris. John hates Kate. Mary hates Susan. Alex hates,6,Chris, Chris.,True
Mary sees Mike. Emma sees Paul. Mark sees Tom. John sees Susan. David sees Kate. Alex sees Peter. James sees Anna. Sarah sees Chris. James sees,7,Anna, Anna.,True
Mark meets Paul. Sarah meets Mike. Alex meets Tom. Mary meets Kate. John meets Anna. James meets Susan. Emma meets Chris. David meets Peter. Emma meets,7,Chris, Chris.,True
John loves Chris. Alex loves Paul. Mary loves Kate. Emma loves Peter. Mark loves Anna. Sarah loves Tom. David loves Susan. James loves Mike. David loves,7,Susan, Susan.,True
Mary helps Tom. Mark helps Mike. Emma helps Susan. Sarah helps Anna. John helps Chris. David helps Paul. James helps Peter. Alex helps Kate. James helps,7,Peter, Kate.,False
James hates Paul. Mary hates Tom. David hates Kate. Alex hates Chris. Emma hates Anna. Sarah hates Susan. John hates Mike. Mark hates Peter. John hates,7,Mike, Sarah.,False
Emma hates Peter. Mary hates Mike. Mark hates Kate. Alex hates Tom. James hates Susan. John hates Anna. Sarah hates Chris. David hates Paul. Sarah hates,7,Chris, David.,False
David knows Paul. Alex knows Kate. Sarah knows Chris. Mark knows Susan. John knows Anna. Mary knows Peter. James knows Tom. Emma knows Mike. James knows,7,Tom, Sarah.,False
David loves Anna. Alex loves Susan. Mark loves Tom. James loves Peter. Mary loves Mike. Sarah loves Kate. Emma loves Paul. John loves Chris. Emma loves,7,Paul, David.,False
James knows Mike. Mary knows Chris. Mark knows Tom. John knows Susan. Alex knows Kate. Sarah knows Paul. David knows Peter. Emma knows Anna. David knows,7,Peter, Anna.,False
John knows Tom. Mark knows Mike. David knows Anna. Emma knows Chris. Mary knows Paul. Sarah knows Peter. James knows Kate. Alex knows Susan. James knows,7,Kate, Susan.,False
Mary likes Susan. Mark likes Mike. David likes Anna. Alex likes Tom. John likes Kate. James likes Chris. Emma likes Paul. Sarah likes Peter. Emma likes,7,Paul, Mark.,False
Mary hates Anna. Sarah hates Chris. Mark hates Paul. David hates Kate. John hates Mike. Alex hates Susan. James hates Tom. Emma hates Peter. James hates,7,Tom, Tom.,True
Alex knows Chris. Mary knows Peter. Sarah knows Paul. James knows Anna. David knows Susan. Emma knows Mike. Mark knows Tom. John knows Kate. Mark knows,7,Tom, Susan.,False
Sarah likes Peter. Mark likes Kate. Emma likes Susan. Alex likes Chris. John likes Tom. David likes Mike. Mary likes Paul. James likes Anna. Mary likes,7,Paul, John.,False
James loves Anna. Mark loves Paul. Alex loves Kate. John loves Peter. Sarah loves Susan. Mary loves Chris. David loves Tom. Emma loves Mike. David loves,7,Tom, Emma.,False
Mark loves Susan. John loves Peter. Emma loves Paul. Alex loves Kate. Sarah loves Tom. James loves Mike. Mary loves Chris. David loves Anna. Mary loves,7,Chris, David.,False
James calls Peter. Mark calls Kate. Alex calls Paul. John calls Tom. Sarah calls Anna. Emma calls Chris. David calls Mike. Mary calls Susan. David calls,7,Mike, Susan.,False
Emma meets Chris. David meets Paul. John meets Kate. Alex meets Tom. Sarah meets Anna. James meets Peter. Mary meets Susan. Mark meets Mike. Mary meets,7,Susan, Susan.,True
John hates Kate. Emma hates Chris. David hates Tom. Mary hates Mike. Alex hates Paul. Mark hates Susan. Sarah hates Anna. James hates Peter. Sarah hates,7,Anna, James.,False
James likes Mike. David likes Susan. Emma likes Anna. John likes Paul. Alex likes Tom. Sarah likes Peter. Mary likes Chris. Mark likes Kate. Mary likes,7,Chris, Kate.,False
Mark meets Paul. Sarah meets Tom. Alex meets Mike. David meets Susan. James meets Peter. Mary meets Kate. Emma meets Chris. John meets Anna. John meets,8,Anna, Anna.,True
David knows Peter. Emma knows Paul. Mark knows Anna. James knows Kate. Mary knows Susan. John knows Tom. Sarah knows Mike. Alex knows Chris. Alex knows,8,Chris, David.,False
John likes Kate. Emma likes Anna. Sarah likes Susan. Alex likes Peter. James likes Chris. David likes Mike. Mark likes Tom. Mary likes Paul. Mary likes,8,Paul, John.,False
Mark helps Paul. Alex helps Tom. Mary helps Susan. Sarah helps Anna. Emma helps Peter. John helps Chris. David helps Kate. James helps Mike. James helps,8,Mike, Mike.,True
Emma knows Chris. David knows Paul. Sarah knows Susan. John knows Tom. James knows Anna. Mark knows Mike. Mary knows Peter. Alex knows Kate. Alex knows,8,Kate, David.,False
Emma hates Paul. Sarah hates Chris. Alex hates Anna. Mary hates Susan. Mark hates Tom. John hates Kate. David hates Mike. James hates Peter. James hates,8,Peter, Peter.,True
John likes Mike. Emma likes Susan. Alex likes Anna. David likes Paul. James likes Chris. Sarah likes Kate. Mark likes Tom. Mary likes Peter. Mary likes,8,Peter, John.,False
Mary sees Tom. Alex sees Paul. David sees Kate. Sarah sees Susan. Emma sees Chris. James sees Mike. Mark sees Peter. John sees Anna. John sees,8,Anna, Mary.,False
Alex calls Tom. James calls Susan. Emma calls Paul. Mark calls Mike. John calls Anna. Sarah calls Peter. Mary calls Kate. David calls Chris. David calls,8,Chris, Chris.,True
Emma helps Kate. Sarah helps Anna. David helps Mike. Alex helps Paul. Mary helps Tom. John helps Susan. James helps Chris. Mark helps Peter. Mark helps,8,Peter, Peter.,True
Alex loves Susan. Emma loves Tom. David loves Peter. James loves Anna. Mark loves Mike. Mary loves Kate. Sarah loves Paul. John loves Chris. John loves,8,Chris, Sarah.,False
John likes Kate. Alex likes Peter. James likes Mike. Sarah likes Paul. Mary likes Tom. Mark likes Anna. Emma likes Chris. David likes Susan. David likes,8,Susan, Susan.,True
Emma sees Peter. Mark sees Paul. David sees Kate. Mary sees Susan. Alex sees Anna. James sees Chris. John sees Mike. Sarah sees Tom. Sarah sees,8,Tom, Tom.,True
John helps Mike. Sarah helps Paul. David helps Peter. James helps Tom. Alex helps Chris. Mark helps Anna. Emma helps Kate. Mary helps Susan. Mary helps,8,Susan, Susan.,True
David helps Chris. Sarah helps Tom. Emma helps Kate. Mark helps Mike. Mary helps Susan. Alex helps Peter. John helps Paul. James helps Anna. James helps,8,Anna, Anna.,True
James helps Mike. Alex helps Peter. Mary helps Tom. Sarah helps Kate. Mark helps Chris. Emma helps Anna. John helps Paul. David helps Susan. David helps,8,Susan, Susan.,True
David hates Kate. Alex hates Chris. Emma hates Peter. James hates Anna. Sarah hates Mike. John hates Tom. Mary hates Susan. Mark hates Paul. Mark hates,8,Paul, Paul.,True
Emma sees Paul. Mary sees Tom. Mark sees Kate. Alex sees Mike. John sees Susan. David sees Peter. James sees Chris. Sarah sees Anna. Sarah sees,8,Anna, Anna.,True
David sees Mike. Emma sees Susan. Mark sees Kate. John sees Anna. James sees Peter. Mary sees Tom. Alex sees Chris. Sarah sees Paul. Sarah sees,8,Paul, Paul.,True
David calls Paul. John calls Susan. Mark calls Tom. Sarah calls Chris. Mary calls Peter. James calls Kate. Emma calls Anna. Alex calls Mike. Alex calls,8,Mike, Mike.,True
