input,target_position,completion,generated_text,is_correct
Mark likes Kate. Sarah loves Tom. James sees Mike. Alex hates Chris. David meets Susan. Mary calls Anna. Emma knows Paul. John helps Peter. Sarah loves,2,Tom, Tom.,True
Mary meets Kate. Sarah knows Peter. Alex hates Anna. Mark loves Paul. John helps Chris. James calls Mike. David likes Tom. Emma sees Susan. Sarah knows,2,Peter, Peter.,True
David sees Kate. Mary knows Chris. Alex calls Anna. Emma helps Susan. James loves Paul. John hates Tom. Sarah likes Peter. Mark meets Mike. Mary knows,2,Chris, Chris.,True
James meets Anna. David knows Tom. John sees Paul. Emma loves Peter. Sarah hates Chris. Mary likes Mike. Mark calls Susan. Alex helps Kate. John sees,3,Paul, Paul.,True
James meets Peter. John hates Paul. David likes Kate. Sarah loves Susan. Mark helps Anna. Alex knows Mike. Mary sees Chris. Emma calls Tom. David likes,3,Kate, Kate.,True
Alex loves Paul. David likes Susan. Mark helps Kate. Mary calls Mike. Emma sees Peter. John hates Chris. Sarah knows Tom. James meets Anna. Mark helps,3,Kate, Kate.,True
Alex knows Mike. Mark loves Susan. Mary helps Kate. Sarah likes Tom. John meets Anna. David hates Peter. James calls Paul. Emma sees Chris. Mary helps,3,Kate, Kate.,True
Mary loves Kate. John meets Peter. Mark calls Paul. David sees Chris. James likes Susan. Alex knows Anna. Emma helps Mike. Sarah hates Tom. Mark calls,3,Paul, Peter.,False
Mary loves Anna. Alex meets Chris. John likes Tom. David helps Paul. Sarah hates Kate. James sees Peter. Emma knows Mike. Mark calls Susan. John likes,3,Tom, Tom.,True
Alex loves Paul. Mark knows Susan. Mary hates Tom. John likes Mike. Sarah calls Chris. Emma sees Kate. David meets Anna. James helps Peter. Mary hates,3,Tom, Tom.,True
Sarah helps Anna. David loves Mike. John hates Kate. Mary knows Tom. James meets Susan. Alex likes Paul. Emma calls Chris. Mark sees Peter. John hates,3,Kate, Kate.,True
David knows Anna. Alex calls Tom. Sarah hates Susan. Mark loves Chris. James helps Paul. John sees Mike. Mary meets Kate. Emma likes Peter. Sarah hates,3,Susan, Susan.,True
David likes Tom. Alex sees Chris. Mary loves Mike. Mark knows Paul. John meets Kate. Emma hates Peter. James calls Susan. Sarah helps Anna. Mary loves,3,Mike, Mike.,True
Mark sees Susan. John meets Mike. Emma loves Peter. James likes Tom. Alex hates Paul. David knows Chris. Sarah calls Anna. Mary helps Kate. Emma loves,3,Peter, Peter.,True
Alex sees Susan. James calls Chris. John likes Anna. Emma helps Tom. Sarah hates Peter. Mark loves Kate. Mary meets Mike. David knows Paul. John likes,3,Anna, Anna.,True
James hates Susan. David loves Tom. John likes Chris. Mark meets Peter. Emma helps Mike. Mary calls Anna. Alex sees Kate. Sarah knows Paul. John likes,3,Chris, Mary.,False
John likes Paul. Mary knows Chris. Alex loves Anna. James meets Tom. David sees Kate. Emma hates Mike. Mark helps Peter. Sarah calls Susan. Alex loves,3,Anna, Anna.,True
Sarah knows Anna. James sees Susan. Mary hates Kate. David calls Paul. Mark helps Tom. Emma meets Peter. Alex loves Mike. John likes Chris. Mary hates,3,Kate, Kate.,True
John loves Susan. James hates Mike. Sarah meets Paul. Emma helps Tom. Alex knows Chris. Mary calls Peter. David sees Kate. Mark likes Anna. Sarah meets,3,Paul, Paul.,True
Sarah helps Anna. David loves Tom. John calls Susan. Mark sees Chris. Emma likes Kate. James meets Mike. Alex hates Paul. Mary knows Peter. John calls,3,Susan, Susan.,True
James calls Mike. Mark likes Paul. David meets Chris. Mary sees Susan. Sarah helps Kate. Alex hates Peter. John knows Anna. Emma loves Tom. David meets,3,Chris, Chris.,True
James knows Mike. Mark hates Susan. John likes Paul. Mary sees Kate. David helps Chris. Alex loves Tom. Sarah meets Peter. Emma calls Anna. John likes,3,Paul, Mary.,False
Mark calls Chris. Mary loves Paul. Emma meets Kate. David knows Mike. Alex sees Susan. John likes Tom. James helps Anna. Sarah hates Peter. Emma meets,3,Kate, Kate.,True
John calls Mike. Mary sees Tom. James helps Paul. Emma knows Chris. David loves Anna. Mark likes Peter. Sarah meets Susan. Alex hates Kate. Emma knows,4,Chris, Chris.,True
James loves Chris. David calls Paul. John meets Tom. Mark sees Anna. Sarah knows Mike. Mary helps Kate. Emma likes Peter. Alex hates Susan. Mark sees,4,Anna, Anna.,True
Emma meets Mike. Mark loves Anna. David knows Peter. Sarah sees Chris. James hates Paul. Mary calls Tom. John likes Kate. Alex helps Susan. Sarah sees,4,Chris, Chris.,True
Emma calls Kate. John helps Peter. Sarah meets Susan. Mary sees Tom. David likes Anna. James hates Chris. Mark loves Mike. Alex knows Paul. Mary sees,4,Tom, Tom.,True
Sarah hates Paul. James loves Kate. David helps Susan. Mark sees Mike. Alex knows Chris. Emma calls Peter. John meets Anna. Mary likes Tom. Mark sees,4,Mike, Mike.,True
Sarah meets Susan. Emma helps Peter. James likes Mike. David calls Kate. Mary loves Tom. John knows Paul. Alex hates Anna. Mark sees Chris. David calls,4,Kate, Kate.,True
David helps Paul. Mary likes Mike. Emma meets Peter. John loves Anna. Mark calls Tom. Sarah knows Chris. James sees Susan. Alex hates Kate. John loves,4,Anna, Anna.,True
Emma calls Paul. Alex likes Kate. David knows Peter. Mary meets Tom. John hates Anna. Mark loves Chris. Sarah sees Mike. James helps Susan. Mary meets,4,Tom, Tom.,True
Sarah knows Paul. Mark calls Mike. Alex loves Kate. Mary sees Chris. Emma likes Tom. David hates Anna. James helps Susan. John meets Peter. Mary sees,4,Chris, Chris.,True
Alex sees Peter. John likes Mike. Mark helps Paul. Sarah calls Tom. Emma knows Chris. James hates Kate. David meets Susan. Mary loves Anna. Sarah calls,4,Tom, Tom.,True
Emma sees Susan. Mary hates Tom. Sarah likes Peter. Alex helps Kate. Mark meets Paul. David calls Anna. James knows Mike. John loves Chris. Alex helps,4,Kate, Kate.,True
John loves Susan. Emma helps Anna. David likes Peter. Mary sees Tom. Mark calls Paul. Sarah meets Mike. Alex knows Chris. James hates Kate. Mary sees,4,Tom, Tom.,True
David helps Mike. John knows Susan. Mark sees Chris. Emma calls Kate. Mary hates Tom. Sarah likes Paul. Alex loves Anna. James meets Peter. Emma calls,4,Kate, Kate.,True
Alex knows Susan. Mary hates Paul. John helps Peter. James likes Tom. Sarah sees Mike. David calls Chris. Mark meets Kate. Emma loves Anna. James likes,4,Tom, Tom.,True
Emma meets Tom. John loves Anna. David helps Chris. Sarah calls Susan. James hates Mike. Alex sees Kate. Mary knows Peter. Mark likes Paul. Sarah calls,4,Susan, Susan.,True
Mary calls Chris. James knows Peter. David helps Kate. Emma likes Tom. John hates Paul. Sarah meets Susan. Alex loves Mike. Mark sees Anna. Emma likes,4,Tom, Tom.,True
Alex calls Anna. Emma meets Tom. James sees Paul. David hates Peter. Mark knows Susan. John helps Chris. Sarah likes Mike. Mary loves Kate. David hates,4,Peter, Peter.,True
David calls Paul. Mark sees Chris. Alex knows Anna. Sarah likes Tom. James loves Kate. John helps Mike. Emma meets Susan. Mary hates Peter. Sarah likes,4,Tom, Tom.,True
John calls Mike. James sees Peter. Sarah helps Susan. Emma meets Paul. Alex hates Anna. Mark knows Tom. David likes Chris. Mary loves Kate. Emma meets,4,Paul, Paul.,True
John loves Kate. David hates Paul. James likes Peter. Mark calls Mike. Emma sees Anna. Alex meets Susan. Mary helps Chris. Sarah knows Tom. Mark calls,4,Mike, Mike.,True
James knows Peter. Mary helps Paul. David loves Tom. Mark likes Anna. Alex sees Kate. Emma meets Chris. John hates Susan. Sarah calls Mike. Alex sees,5,Kate, Kate.,True
David knows Mike. James hates Peter. Emma helps Susan. Sarah likes Chris. Mark sees Tom. Alex calls Anna. Mary loves Kate. John meets Paul. Mark sees,5,Tom, Tom.,True
James helps Chris. Mary sees Paul. Mark loves Tom. Emma likes Susan. Sarah hates Peter. Alex meets Anna. David calls Kate. John knows Mike. Sarah hates,5,Peter, Peter.,True
Emma hates Anna. David helps Tom. Alex sees Susan. Mary loves Mike. Sarah likes Paul. James knows Peter. John meets Chris. Mark calls Kate. Sarah likes,5,Paul, Paul.,True
Mary meets Peter. Mark likes Susan. John hates Paul. Alex loves Chris. Emma knows Tom. David sees Mike. Sarah calls Kate. James helps Anna. Emma knows,5,Tom, David.,False
Mark loves Peter. John sees Paul. Alex helps Chris. David calls Anna. Sarah meets Susan. Mary likes Kate. Emma hates Mike. James knows Tom. Sarah meets,5,Susan, Susan.,True
Mary helps Susan. Emma sees Kate. David meets Anna. Sarah likes Chris. John loves Peter. Mark calls Paul. James knows Mike. Alex hates Tom. John loves,5,Peter, Mary.,False
Emma calls Peter. Sarah helps Paul. James meets Kate. Mark hates Chris. Mary loves Mike. David sees Tom. Alex likes Anna. John knows Susan. Mary loves,5,Mike, Mike.,True
Mary helps Chris. Mark knows Tom. James loves Peter. David calls Kate. Alex sees Mike. Emma likes Paul. John meets Susan. Sarah hates Anna. Alex sees,5,Mike, Kate.,False
Alex meets Anna. Mary sees Paul. Sarah loves Chris. David hates Kate. Mark helps Peter. James knows Tom. Emma calls Susan. John likes Mike. Mark helps,5,Peter, Peter.,True
Mark calls Mike. Mary loves Tom. Sarah likes Anna. James hates Peter. Emma helps Kate. John meets Chris. David knows Paul. Alex sees Susan. Emma helps,5,Kate, Kate.,True
John helps Peter. Mark loves Anna. Alex sees Tom. Sarah knows Chris. James calls Paul. Mary likes Mike. Emma meets Kate. David hates Susan. James calls,5,Paul, Paul.,True
Mark calls Mike. Alex meets Peter. David helps Kate. John loves Paul. James hates Chris. Sarah sees Anna. Emma likes Tom. Mary knows Susan. James hates,5,Chris, Chris.,True
David calls Anna. James loves Kate. Mary likes Susan. Sarah helps Chris. Emma sees Tom. Alex hates Mike. Mark meets Paul. John knows Peter. Emma sees,5,Tom, Tom.,True
David helps Paul. Emma sees Chris. James likes Peter. Mary hates Tom. Sarah meets Kate. John knows Susan. Mark loves Anna. Alex calls Mike. Sarah meets,5,Kate, Kate.,True
Sarah knows Mike. Emma hates Susan. John meets Paul. Mary sees Anna. David helps Kate. Alex likes Tom. Mark calls Peter. James loves Chris. David helps,5,Kate, Kate.,True
John calls Kate. Alex hates Chris. Sarah knows Tom. Mark likes Susan. Mary loves Mike. Emma meets Paul. David helps Anna. James sees Peter. Mary loves,5,Mike, John.,False
James knows Kate. Alex loves Susan. Mary helps Mike. Mark hates Paul. John sees Chris. Sarah meets Peter. Emma calls Tom. David likes Anna. John sees,5,Chris, Chris.,True
David knows Tom. James likes Mike. John helps Chris. Emma sees Paul. Mary calls Kate. Sarah hates Anna. Mark meets Peter. Alex loves Susan. Mary calls,5,Kate, Kate.,True
Mary hates Anna. Sarah calls Mike. John loves Kate. Emma meets Peter. David helps Paul. Alex knows Tom. James sees Chris. Mark likes Susan. David helps,5,Paul, Paul.,True
David calls Kate. Mark hates Anna. John likes Chris. Mary helps Peter. Alex meets Susan. Sarah sees Tom. Emma loves Paul. James knows Mike. Sarah sees,6,Tom, Tom.,True
David loves Anna. James hates Peter. Mary sees Mike. Mark likes Paul. Alex knows Kate. Emma helps Tom. John calls Susan. Sarah meets Chris. Emma helps,6,Tom, Tom.,True
Emma meets Tom. David calls Peter. James loves Mike. Mary sees Anna. Sarah knows Paul. John helps Chris. Alex likes Kate. Mark hates Susan. John helps,6,Chris, Chris.,True
David sees Chris. Alex helps Mike. Sarah knows Susan. Mary calls Anna. James likes Peter. Emma loves Paul. Mark meets Kate. John hates Tom. Emma loves,6,Paul, Paul.,True
Mary knows Anna. David sees Paul. Emma hates Susan. Sarah helps Tom. Mark meets Peter. John loves Mike. Alex likes Kate. James calls Chris. John loves,6,Mike, Mary.,False
Sarah helps Kate. James calls Peter. Alex meets Tom. David loves Paul. John hates Anna. Mary knows Mike. Emma sees Chris. Mark likes Susan. Mary knows,6,Mike, Mike.,True
Alex calls Kate. James sees Susan. Mark meets Peter. Emma likes Chris. Mary helps Anna. Sarah hates Tom. John knows Paul. David loves Mike. Sarah hates,6,Tom, Tom.,True
Mary sees Kate. Mark loves Susan. James likes Tom. Sarah helps Peter. John meets Mike. David knows Paul. Emma calls Anna. Alex hates Chris. David knows,6,Paul, Paul.,True
James loves Paul. John likes Anna. David hates Peter. Emma meets Mike. Sarah sees Chris. Alex knows Tom. Mark calls Kate. Mary helps Susan. Alex knows,6,Tom, Tom.,True
Sarah knows Anna. Emma hates Paul. David helps Tom. James meets Susan. Mary sees Chris. John calls Mike. Alex likes Peter. Mark loves Kate. John calls,6,Mike, Kate.,False
Sarah calls Susan. Mary likes Mike. Alex meets Peter. Mark sees Paul. David hates Anna. Emma knows Chris. James helps Tom. John loves Kate. Emma knows,6,Chris, Chris.,True
Sarah sees Tom. Alex knows Susan. Mary meets Kate. John loves Chris. Mark helps Anna. David likes Paul. James calls Mike. Emma hates Peter. David likes,6,Paul, Paul.,True
Mark hates Tom. Mary helps Chris. David calls Paul. James loves Anna. Sarah knows Susan. Emma sees Mike. Alex likes Peter. John meets Kate. Emma sees,6,Mike, Mike.,True
Alex sees Tom. John knows Chris. David meets Susan. Mary loves Peter. Emma likes Kate. James hates Anna. Sarah calls Paul. Mark helps Mike. James hates,6,Anna, Anna.,True
Mark likes Paul. Sarah helps Tom. David sees Kate. John hates Mike. Mary meets Anna. Emma calls Susan. James knows Chris. Alex loves Peter. Emma calls,6,Susan, Susan.,True
Mark sees Mike. Mary likes Paul. John calls Susan. Sarah loves Anna. Alex knows Tom. James helps Chris. Emma meets Kate. David hates Peter. James helps,6,Chris, Chris.,True
John helps Paul. Alex meets Chris. Emma likes Peter. James hates Mike. David knows Anna. Sarah sees Tom. Mark calls Susan. Mary loves Kate. Sarah sees,6,Tom, Tom.,True
John hates Peter. David knows Tom. Sarah sees Paul. Mary helps Chris. Emma loves Anna. James likes Mike. Alex meets Kate. Mark calls Susan. James likes,6,Mike, Mike.,True
David calls Susan. John meets Peter. James likes Anna. Mark hates Kate. Mary knows Tom. Emma loves Chris. Alex sees Mike. Sarah helps Paul. Emma loves,6,Chris, Chris.,True
Emma hates Mike. David likes Peter. Sarah knows Paul. Mark loves Anna. James meets Tom. Alex calls Chris. John helps Kate. Mary sees Susan. Alex calls,6,Chris, Chris.,True
Mary sees Mike. Emma likes Paul. Mark calls Tom. John helps Susan. David loves Kate. Alex hates Peter. James meets Anna. Sarah knows Chris. James meets,7,Anna, Anna.,True
Mark meets Paul. Sarah knows Mike. Alex hates Tom. Mary calls Kate. John loves Anna. James likes Susan. Emma helps Chris. David sees Peter. Emma helps,7,Chris, Chris.,True
John loves Chris. Alex helps Paul. Mary sees Kate. Emma likes Peter. Mark calls Anna. Sarah hates Tom. David meets Susan. James knows Mike. David meets,7,Susan, Susan.,True
Mary helps Tom. Mark sees Mike. Emma hates Susan. Sarah likes Anna. John loves Chris. David meets Paul. James calls Peter. Alex knows Kate. James calls,7,Peter, Peter.,True
James hates Paul. Mary sees Tom. David loves Kate. Alex likes Chris. Emma meets Anna. Sarah helps Susan. John knows Mike. Mark calls Peter. John knows,7,Mike, Mike.,True
Emma hates Peter. Mary meets Mike. Mark likes Kate. Alex loves Tom. James sees Susan. John calls Anna. Sarah helps Chris. David knows Paul. Sarah helps,7,Chris, Chris.,True
David knows Paul. Alex sees Kate. Sarah hates Chris. Mark likes Susan. John calls Anna. Mary meets Peter. James helps Tom. Emma loves Mike. James helps,7,Tom, Tom.,True
David loves Anna. Alex calls Susan. Mark hates Tom. James knows Peter. Mary sees Mike. Sarah likes Kate. Emma meets Paul. John helps Chris. Emma meets,7,Paul, Paul.,True
James knows Mike. Mary likes Chris. Mark meets Tom. John sees Susan. Alex hates Kate. Sarah loves Paul. David helps Peter. Emma calls Anna. David helps,7,Peter, Peter.,True
John knows Tom. Mark calls Mike. David loves Anna. Emma meets Chris. Mary helps Paul. Sarah sees Peter. James hates Kate. Alex likes Susan. James hates,7,Kate, Kate.,True
Mary likes Susan. Mark hates Mike. David sees Anna. Alex calls Tom. John helps Kate. James knows Chris. Emma meets Paul. Sarah loves Peter. Emma meets,7,Paul, Paul.,True
Mary hates Anna. Sarah sees Chris. Mark knows Paul. David likes Kate. John loves Mike. Alex helps Susan. James meets Tom. Emma calls Peter. James meets,7,Tom, Tom.,True
Alex knows Chris. Mary loves Peter. Sarah calls Paul. James sees Anna. David hates Susan. Emma likes Mike. Mark helps Tom. John meets Kate. Mark helps,7,Tom, Tom.,True
Sarah likes Peter. Mark meets Kate. Emma loves Susan. Alex sees Chris. John calls Tom. David helps Mike. Mary hates Paul. James knows Anna. Mary hates,7,Paul, Paul.,True
James loves Anna. Mark helps Paul. Alex sees Kate. John likes Peter. Sarah meets Susan. Mary calls Chris. David hates Tom. Emma knows Mike. David hates,7,Tom, Tom.,True
Mark loves Susan. John hates Peter. Emma likes Paul. Alex meets Kate. Sarah calls Tom. James knows Mike. Mary helps Chris. David sees Anna. Mary helps,7,Chris, Chris.,True
James calls Peter. Mark sees Kate. Alex knows Paul. John helps Tom. Sarah meets Anna. Emma loves Chris. David hates Mike. Mary likes Susan. David hates,7,Mike, Mike.,True
Emma meets Chris. David calls Paul. John hates Kate. Alex likes Tom. Sarah sees Anna. James knows Peter. Mary helps Susan. Mark loves Mike. Mary helps,7,Susan, Susan.,True
John hates Kate. Emma calls Chris. David helps Tom. Mary meets Mike. Alex loves Paul. Mark knows Susan. Sarah sees Anna. James likes Peter. Sarah sees,7,Anna, Anna.,True
James likes Mike. David meets Susan. Emma sees Anna. John knows Paul. Alex loves Tom. Sarah hates Peter. Mary helps Chris. Mark calls Kate. Mary helps,7,Chris, Chris.,True
Mark meets Paul. Sarah knows Tom. Alex likes Mike. David loves Susan. James calls Peter. Mary hates Kate. Emma sees Chris. John helps Anna. John helps,8,Anna, Kate.,False
David knows Peter. Emma helps Paul. Mark hates Anna. James sees Kate. Mary loves Susan. John likes Tom. Sarah meets Mike. Alex calls Chris. Alex calls,8,Chris, Chris.,True
John likes Kate. Emma knows Anna. Sarah hates Susan. Alex calls Peter. James sees Chris. David loves Mike. Mark helps Tom. Mary meets Paul. Mary meets,8,Paul, Paul.,True
Mark helps Paul. Alex knows Tom. Mary hates Susan. Sarah meets Anna. Emma calls Peter. John loves Chris. David sees Kate. James likes Mike. James likes,8,Mike, Mike.,True
Emma knows Chris. David calls Paul. Sarah loves Susan. John likes Tom. James hates Anna. Mark helps Mike. Mary sees Peter. Alex meets Kate. Alex meets,8,Kate, Kate.,True
Emma hates Paul. Sarah sees Chris. Alex calls Anna. Mary loves Susan. Mark meets Tom. John knows Kate. David helps Mike. James likes Peter. James likes,8,Peter, Peter.,True
John likes Mike. Emma helps Susan. Alex hates Anna. David meets Paul. James knows Chris. Sarah calls Kate. Mark sees Tom. Mary loves Peter. Mary loves,8,Peter, John.,False
Mary sees Tom. Alex likes Paul. David hates Kate. Sarah knows Susan. Emma helps Chris. James meets Mike. Mark loves Peter. John calls Anna. John calls,8,Anna, Mary.,False
Alex calls Tom. James likes Susan. Emma knows Paul. Mark meets Mike. John sees Anna. Sarah hates Peter. Mary loves Kate. David helps Chris. David helps,8,Chris, Chris.,True
Emma helps Kate. Sarah likes Anna. David sees Mike. Alex meets Paul. Mary loves Tom. John hates Susan. James knows Chris. Mark calls Peter. Mark calls,8,Peter, Chris.,False
Alex loves Susan. Emma helps Tom. David meets Peter. James calls Anna. Mark knows Mike. Mary likes Kate. Sarah sees Paul. John hates Chris. John hates,8,Chris, Chris.,True
John likes Kate. Alex hates Peter. James knows Mike. Sarah sees Paul. Mary helps Tom. Mark meets Anna. Emma loves Chris. David calls Susan. David calls,8,Susan, Susan.,True
Emma sees Peter. Mark knows Paul. David calls Kate. Mary loves Susan. Alex hates Anna. James meets Chris. John likes Mike. Sarah helps Tom. Sarah helps,8,Tom, Tom.,True
John helps Mike. Sarah hates Paul. David calls Peter. James likes Tom. Alex loves Chris. Mark sees Anna. Emma knows Kate. Mary meets Susan. Mary meets,8,Susan, Susan.,True
David helps Chris. Sarah knows Tom. Emma sees Kate. Mark hates Mike. Mary meets Susan. Alex likes Peter. John calls Paul. James loves Anna. James loves,8,Anna, Anna.,True
James helps Mike. Alex sees Peter. Mary meets Tom. Sarah calls Kate. Mark hates Chris. Emma loves Anna. John knows Paul. David likes Susan. David likes,8,Susan, Susan.,True
David hates Kate. Alex calls Chris. Emma sees Peter. James likes Anna. Sarah meets Mike. John helps Tom. Mary knows Susan. Mark loves Paul. Mark loves,8,Paul, Paul.,True
Emma sees Paul. Mary likes Tom. Mark calls Kate. Alex loves Mike. John knows Susan. David hates Peter. James meets Chris. Sarah helps Anna. Sarah helps,8,Anna, Anna.,True
David sees Mike. Emma loves Susan. Mark likes Kate. John calls Anna. James knows Peter. Mary helps Tom. Alex meets Chris. Sarah hates Paul. Sarah hates,8,Paul, Paul.,True
David calls Paul. John knows Susan. Mark meets Tom. Sarah helps Chris. Mary sees Peter. James loves Kate. Emma hates Anna. Alex likes Mike. Alex likes,8,Mike, Mike.,True
