input,target_position,completion
Nick protects Joy. Hope protects Ruby. Edward protects Pam. Claire protects Roger. Ben protects Sue. Jill protects Ron. Kelly protects Wayne. Anna protects Roy. Henry protects Tracy. Lauren protects Julian. Andrew protects Vincent. Ian protects Jordan. Dave protects Travis. Jake protects Peggy. Amy protects Sandra. David protects Jacob. Steve protects Renee. Kurt protects Margaret. Austin protects Robin. Margaret protects Marie. Jeff protects Victoria. Kim protects Jerry. Maggie protects Keith. Katie protects Stephen. Jerry protects Stephanie. Laura protects Louis. Susan protects Rob. Jason protects Alexa. Gary protects Vanessa. Harry protects Sharon. Frank protects Pamela. Alan protects Monica. Nick protects,1,Joy
Kurt wakes Sheila. Rose wakes Janet. Margaret wakes Nicholas. Carol wakes Martha. Lauren wakes Nicole. Katie wakes William. Brian wakes Valerie. Jason wakes Ted. Arthur wakes Melanie. Jill wakes Nathan. Alex wakes Stephen. Marie wakes Ray. Alan wakes Margaret. Thomas wakes Terry. George wakes Phil. Bob wakes Joy. Emma wakes April. Aaron wakes Monica. Joy wakes Ronald. Jake wakes Lydia. Juan wakes Zach. Diana wakes Sandra. Mike wakes Juan. Will wakes Stephanie. Craig wakes Roy. Peter wakes Logan. Kevin wakes Ralph. Edward wakes Martin. Max wakes Natalie. Claire wakes Kim. Steven wakes Marie. Daniel wakes Kyle. Kurt wakes,1,Sheila
Emma asks Kara. Kate asks Martha. John asks Shirley. Edward asks Nancy. Joe asks Nicholas. Luke asks Alison. Johnny asks Walter. Adam asks Richard. Kathy asks Wanda. Tim asks Irene. Anne asks Sheila. Harry asks Jacob. Kevin asks Stephanie. Maggie asks Roger. Justin asks Johnny. Frank asks Stan. Kelly asks Amber. Carl asks Shawn. Lisa asks Marie. Lauren asks Ronald. Margaret asks Angela. Alice asks Lydia. Lily asks Peggy. Mike asks Aiden. Jerry asks Kyle. Kay asks Tyler. Bob asks Jill. Susan asks Sylvia. Peter asks June. David asks Russell. Megan asks Monica. Diana asks Zach. Emma asks,1,Kara
Leo welcomes Olga. Emma welcomes Peggy. Sam welcomes Alison. Ian welcomes Sally. Jean welcomes Irene. Aaron welcomes Isaac. Daniel welcomes Lauren. Andrew welcomes Melanie. Maggie welcomes Walter. Helen welcomes Victor. Greg welcomes Pamela. Arthur welcomes Keith. Bob welcomes Albert. Tony welcomes Philip. Nick welcomes Richard. Juan welcomes Todd. George welcomes Melissa. Charles welcomes Lydia. Mike welcomes Martha. June welcomes Noah. Margaret welcomes Howard. Emily welcomes Liz. Eric welcomes Victoria. Marc welcomes Sean. Pat welcomes Michelle. Mary welcomes Vincent. Ben welcomes Sharon. Marie welcomes Liam. Craig welcomes Jean. Jane welcomes Rita. Jerry welcomes Tracy. Carol welcomes Leo. Leo welcomes,1,Olga
Melissa attacks Shirley. Kelly attacks Jenny. Pat attacks Martin. Justin attacks Ted. Bill attacks Pamela. Steve attacks Ron. Kate attacks Jean. Rick attacks Todd. Blake attacks Leo. Scott attacks Victor. Helen attacks Wanda. Laura attacks Norman. Jill attacks Robin. Sarah attacks Marc. Marie attacks Nathan. Katie attacks Kyle. Jenny attacks Leon. Jean attacks Ruby. Howard attacks Stan. Emma attacks Roy. Maria attacks Ralph. David attacks Kelly. Diana attacks Janet. Claire attacks Sharon. Kay attacks Justin. Paul attacks William. Harry attacks Ray. James attacks Teresa. Lucy attacks Rebecca. Anne attacks Sara. Sam attacks Alexa. Rad attacks Patrick. Melissa attacks,1,Shirley
Alice finds Jill. Mike finds Marie. Eric finds Teresa. Ian finds Nicole. Henry finds Angela. Melissa finds Jerry. Scott finds Melanie. Lily finds Alexa. Jordan finds Stan. Keith finds Stephen. Linda finds Victoria. Tim finds Jordan. Kelly finds Ralph. Ken finds William. Adam finds Shirley. Johnny finds Tyler. Grace finds Amber. Aaron finds Sue. Faith finds Leo. Pat finds Melissa. Steve finds Roger. Rick finds Sara. Jean finds Julian. Frank finds Ruby. Carl finds Sandra. James finds Joan. Jane finds Troy. Rad finds Jacob. Hannah finds Lori. June finds Robin. Bob finds Violet. Robert finds Sally. Alice finds,1,Jill
June pays Howard. Lisa pays Sean. Marie pays Lydia. Jason pays Stan. Dean pays Pamela. Howard pays Zach. Melissa pays Michael. Maggie pays Aiden. Dennis pays Margaret. Diana pays Noah. Joe pays Russell. David pays Travis. Fred pays Leah. Nick pays Marie. Martin pays Patrick. Amy pays Ken. Alice pays Melissa. Jane pays Andrea. Emma pays Sheila. Faith pays Kay. Jerry pays Walter. Eric pays Martin. Matt pays Shirley. Justin pays Irene. Ryan pays Rob. Jean pays Vanessa. Susan pays Kara. John pays Richard. Mark pays Joy. Pat pays Logan. Leo pays Joan. Tom pays Amelia. June pays,1,Howard
Katie needs Jordan. Dave needs Tracy. Max needs Sharon. Aaron needs Russell. Laura needs Keith. Chris needs Judy. Justin needs Monica. Robert needs Martin. Jason needs Leo. George needs Angela. Diana needs Terry. Josh needs Margaret. Mike needs Oscar. Tim needs Jill. Jordan needs Norman. Kate needs Logan. Emily needs Victor. Louis needs Ralph. Bob needs Michelle. Austin needs Liam. Daniel needs Albert. Sam needs Liz. Lauren needs Ted. Ian needs Marie. Ken needs Adrian. Fred needs Rachel. Leon needs Rita. Joseph needs Michael. Kay needs Lydia. Margaret needs Ruby. Steven needs April. James needs Kathy. Katie needs,1,Jordan
Jake builds Jenny. Megan builds Nancy. John builds Pam. Anne builds Jordan. Frank builds Stan. Steven builds Richard. Alex builds Rebecca. Adam builds Kurt. Karen builds Alicia. Jordan builds Lydia. Will builds Kara. Lucy builds Marie. Mary builds Noah. Dave builds Sue. Dennis builds Margaret. Joseph builds Todd. Margaret builds Phil. Sam builds Irene. Carol builds Justin. Keith builds Jerry. Michael builds Melanie. Emily builds Joy. Melissa builds Judy. Kevin builds Juan. Carl builds Kelly. Matt builds Rita. Kathy builds April. Tim builds Tyler. Lisa builds Nathan. Ken builds Jean. Martin builds Norman. Jill builds Adrian. Jake builds,1,Jenny
Kim chooses Peggy. Howard chooses Kay. Josh chooses Adrian. Megan chooses Kim. Melissa chooses Keith. Edward chooses Liam. Jake chooses Kelly. Bill chooses Ken. Rad chooses Tyler. Greg chooses Paula. Sam chooses William. Daniel chooses Amber. Lisa chooses Phil. Ruth chooses Judy. Linda chooses Irene. Faith chooses Angela. Carl chooses Sue. Lily chooses Logan. Kathy chooses Liz. Jordan chooses Lydia. Michael chooses Travis. Ken chooses Melissa. Lucy chooses Joy. Johnny chooses Anthony. Hannah chooses Ronald. Joseph chooses Wayne. Henry chooses Juan. Scott chooses Stephanie. Tom chooses Margaret. Robert chooses Sharon. Alan chooses Shawn. Katie chooses Kirk. Kim chooses,1,Peggy
Amy leaves Sheila. Bill leaves Shirley. Mike leaves Pam. Fred leaves Tracy. Margaret leaves Jacob. Dennis leaves Monica. Michael leaves Roy. Carol leaves Nathan. Will leaves Ronald. Craig leaves Roger. Robert leaves Logan. Steve leaves Travis. Alex leaves Liz. Edward leaves Sandra. Thomas leaves Leo. John leaves Robin. Frank leaves Ruby. Paul leaves Walter. Adam leaves Alison. Jill leaves Terry. Dave leaves Angela. Austin leaves Kurt. David leaves Noah. Ruth leaves Justin. James leaves Isaac. Jason leaves Jerry. Mary leaves Juan. Emily leaves Kim. Melissa leaves Neil. Linda leaves Rita. Joe leaves Keith. Max leaves Tyler. Amy leaves,1,Sheila
Pat tells Kurt. Grace tells Martha. Tom tells Kyle. Dean tells Alison. Emily tells Liz. Luke tells Michael. Kevin tells Phil. Chris tells Shawn. Ellen tells Margaret. Mark tells William. Steven tells Patrick. Maria tells Melanie. June tells Olga. Joy tells Zach. Craig tells Terry. Fred tells Renee. Jerry tells Stephen. Hannah tells Shirley. Daniel tells April. Jacob tells Russell. Frank tells Melissa. David tells Sue. Eric tells Vanessa. Austin tells Rebecca. Jean tells Howard. Maggie tells Alicia. Julia tells Ted. Amy tells Noah. Faith tells Judy. Paul tells Wanda. Kyle tells Isabel. John tells Philip. Pat tells,1,Kurt
Will respects Michael. Rick respects Nicole. Andrew respects Isabel. Linda respects Ray. Liz respects Peggy. Alice respects Rachel. James respects Aiden. Carl respects Troy. Lisa respects Marc. Bill respects Logan. Craig respects Jordan. Eric respects April. Nick respects Ian. Marc respects Travis. Julia respects Kim. Jordan respects Russell. Emily respects Phil. Mark respects Oscar. Peter respects Sally. Lily respects Patrick. Ruth respects Juan. Henry respects Alexa. Ryan respects Zach. Gary respects Liam. Keith respects Michelle. Mike respects Sara. Carol respects Rebecca. Diana respects Joan. Ben respects Joseph. Ian respects Jenny. Aaron respects Roy. Lucy respects Philip. Will respects,1,Michael
Dean grabs Ted. Jack grabs Anthony. Adam grabs Russell. Helen grabs Sue. Margaret grabs Jacob. John grabs Ray. Keith grabs Ralph. Andrew grabs Violet. Alan grabs Tyler. Kay grabs Nicholas. Joseph grabs Kyle. Julia grabs Leah. Alice grabs Victor. Jeff grabs Travis. Gary grabs Louis. Karen grabs Liz. Lily grabs Janet. Diana grabs Lori. Mark grabs Logan. Tom grabs Michael. Blake grabs Kurt. Juan grabs Roger. Ruth grabs Rob. Michael grabs Philip. Joe grabs Sharon. Peter grabs Stephanie. Megan grabs Marc. Anna grabs Shawn. Sam grabs Vanessa. Jean grabs Howard. Mike grabs Amelia. Emma grabs Patrick. Dean grabs,1,Ted
Will backs Andrea. Nick backs Lori. Robert backs Jenny. Juan backs Alicia. Henry backs Oscar. Bill backs Joy. Kyle backs Walter. Peter backs Richard. Ryan backs Pamela. Blake backs Phil. Andrew backs Rita. Mike backs Isaac. Jake backs Philip. Ruth backs Stephen. James backs Marie. Kay backs Margaret. Rad backs Michelle. Carl backs Monica. Faith backs Adrian. Kathy backs Jill. Tim backs Nicole. Karen backs Terry. Chris backs Nicholas. Rose backs June. Kelly backs Leo. Ben backs Judy. Luke backs Violet. Rick backs Wanda. Jason backs Pam. Anna backs Logan. Lucy backs Neil. Grace backs Louis. Will backs,1,Andrea
Tim guards Oscar. Tony guards Russell. Jack guards Michelle. Mary guards Howard. Dennis guards Leon. Harry guards Logan. Paul guards Joseph. Alex guards Irene. Lily guards Jill. Peter guards Stephen. Margaret guards Kathy. Emily guards Isaac. Anne guards Rita. Pat guards Martha. Ruth guards Ian. Michael guards Kurt. Bob guards Stan. Martin guards Renee. Linda guards Sheila. Austin guards Kay. Laura guards William. Henry guards Isabel. Fred guards Jordan. Robert guards Keith. Kay guards Justin. Eric guards Terry. Melissa guards Violet. Steven guards Rachel. Joe guards Olga. James guards Liz. Kurt guards Melanie. Joseph guards Liam. Tim guards,1,Oscar
Carol grows Juan. Scott grows Noah. Henry grows Kay. Jill grows Kirk. Steven grows Vanessa. Matt grows Michael. Mary grows Irene. Megan grows Ian. Andrew grows Joseph. Thomas grows Pam. Jane grows Wanda. Frank grows Paula. Johnny grows Sharon. Lisa grows Marc. Kyle grows Janet. Greg grows Ashley. Nick grows Liz. Katie grows Terry. Anne grows Jacob. Bill grows Jordan. Harry grows Margaret. Charles grows Walter. Brian grows Shawn. Robert grows Alison. Paul grows June. Fred grows Roger. Melissa grows Olga. Dennis grows Angela. Margaret grows Howard. Eric grows Jill. Tony grows Michelle. Diana grows Albert. Carol grows,1,Juan
Alan buys Shawn. Julia buys Ken. Kevin buys Jean. Mark buys Wanda. Faith buys Ronald. Bob buys Olga. Lucy buys Kim. Thomas buys Nicole. Martin buys Russell. Ruth buys Michael. Sarah buys Pam. Katie buys Johnny. Maggie buys Lauren. Ben buys Roy. Lisa buys Marie. Marie buys Joy. Henry buys Nancy. Harry buys Sheila. Carl buys Maggie. James buys Noah. Blake buys Isabel. Kyle buys Wayne. Paul buys Vincent. Gary buys Renee. Josh buys Rob. Margaret buys Anthony. Michael buys Sharon. Melissa buys Rita. Sam buys Melanie. Rick buys Philip. Leon buys Sandra. Brian buys Ralph. Alan buys,1,Shawn
Grace feeds Shirley. Faith feeds Anthony. James feeds Robin. Andrew feeds Adrian. Rick feeds Stephanie. Lucy feeds Sally. Jill feeds Kay. Margaret feeds Lauren. Jeff feeds Martha. Brian feeds Nathan. Jenny feeds Todd. Claire feeds Kim. Joe feeds Judy. Leon feeds Isabel. Chris feeds Norman. Rose feeds Albert. Maggie feeds Roger. Charles feeds Neil. Kay feeds Rebecca. Dave feeds Ronald. Tom feeds Juan. Justin feeds Melissa. Frank feeds Valerie. Marc feeds Patrick. Will feeds Jean. Katie feeds Irene. Keith feeds Wayne. Kathy feeds Leah. Fred feeds Phil. Dean feeds William. Jean feeds Kyle. George feeds Rita. Grace feeds,1,Shirley
Ruth trains Albert. Alice trains Angela. Amy trains Sharon. Jeff trains Adrian. Tony trains Kyle. Daniel trains Victor. Emma trains Joseph. Edward trains Vanessa. Austin trains Ralph. George trains Renee. Eric trains Alicia. Kelly trains Ian. Katie trains Kathy. Thomas trains Howard. Leo trains Janet. Gary trains Melanie. Carl trains Ron. Arthur trains Nicole. Hope trains Peggy. Keith trains Amber. John trains Kara. Lisa trains Margaret. Max trains Walter. Joy trains Jacob. Maria trains Logan. Liz trains Lydia. Tim trains Sally. Johnny trains Jean. Peter trains Neil. Susan trains Louis. David trains Rachel. Ian trains Judy. Ruth trains,1,Albert
Ben questions Russell. Ian questions Richard. Juan questions Marc. Margaret questions Vincent. Josh questions Louis. Tom questions Zach. Charles questions Ian. Rose questions Joy. Carol questions Rachel. Emma questions Leo. Laura questions Alison. Arthur questions Travis. Joe questions Pam. Keith questions Ashley. Rad questions Teresa. Faith questions Ron. Kim questions Amelia. David questions Martha. Hope questions Albert. Jacob questions Walter. Mark questions Vanessa. Helen questions Shirley. Chris questions Natalie. Hannah questions Alicia. Edward questions Amber. Martin questions Victor. Daniel questions Lori. Carl questions Neil. Kay questions Lauren. Leon questions Noah. Robert questions Tyler. Alan questions Sharon. Ben questions,1,Russell
Carl respects Stan. Donna respects Tyler. Dennis respects Nicole. Hannah respects Isabel. Juan respects Michael. Lily respects Amelia. Bob respects Joseph. Megan respects Michelle. Alex respects Wanda. Carol respects Rachel. Jenny respects Liam. Steve respects Zach. Andrew respects Valerie. Ken respects Ted. Lucy respects Vanessa. Rose respects Alicia. Jacob respects Renee. Jane respects Alexa. Sarah respects Aiden. Greg respects Marie. Louis respects Ron. June respects Ronald. Katie respects Nancy. Joseph respects Howard. Martin respects Rebecca. Paul respects Ian. Gary respects Tracy. Will respects Justin. Daniel respects Joan. Maria respects Jill. Bill respects Victor. Jerry respects Louis. Carl respects,1,Stan
Michael alerts Jenny. Kurt alerts Wayne. Lucy alerts Joy. David alerts Sean. Louis alerts Howard. Leo alerts Martha. Carol alerts Sandra. Megan alerts Kyle. Nick alerts Olga. Margaret alerts Shawn. Martin alerts Sara. Dennis alerts Ruby. Ken alerts Ashley. Will alerts Renee. James alerts Ronald. Leon alerts Aiden. Max alerts Paula. Lisa alerts Adrian. Jordan alerts Nicole. Susan alerts Keith. Gary alerts Stephanie. Jacob alerts Kurt. Peter alerts Margaret. Bill alerts Shirley. Blake alerts Travis. Charles alerts Liam. Donna alerts Irene. Edward alerts Sue. Claire alerts Tyler. Anna alerts Lori. Pat alerts Alicia. Liz alerts Stephen. Michael alerts,1,Jenny
Rose permits Ken. Adam permits Albert. Blake permits Rachel. Thomas permits Maggie. Ben permits Jenny. Mary permits Zach. Fred permits Tyler. Alan permits Stan. Frank permits Oscar. Grace permits Judy. Eric permits Sean. John permits Angela. Jake permits Adrian. Juan permits Teresa. Marc permits Aiden. Jean permits Natalie. Andrew permits Lauren. Liz permits Ron. Tim permits Ashley. Rad permits Sharon. Tony permits Ruby. Ian permits Julian. Alice permits Liz. Maria permits Kirk. Joe permits Travis. Greg permits Isabel. Gary permits Kathy. Susan permits Anthony. Aaron permits Liam. Kelly permits Stephen. Kurt permits Keith. Jordan permits Marc. Rose permits,1,Ken
Aaron trains Jacob. Craig trains Amber. Jill trains Neil. Johnny trains Rebecca. Kevin trains Nathan. Edward trains Sandra. Thomas trains Judy. Leon trains Sue. Robert trains Travis. Maggie trains Natalie. June trains Alicia. Jake trains Ashley. David trains Janet. Rose trains Jill. Ryan trains Zach. Rad trains Tyler. Lauren trains Amelia. Kate trains Albert. Mary trains Paula. Will trains Vanessa. Howard trains Angela. Lisa trains Marie. Gary trains Martin. Leo trains Isaac. Faith trains Jean. Tony trains Tracy. Juan trains Andrea. Jason trains Norman. John trains Robin. Alex trains Melissa. Justin trains Wanda. Emma trains Walter. Aaron trains,1,Jacob
Robert avoids Rebecca. Ruth avoids Sandra. Harry avoids Leah. Jason avoids Oscar. Lucy avoids Nathan. Helen avoids Teresa. Jerry avoids Kyle. Keith avoids Victoria. Chris avoids Kelly. Rick avoids Tracy. Henry avoids Sheila. Brian avoids Ruby. Jordan avoids Russell. Gary avoids Neil. Aaron avoids Sue. Dean avoids Zach. Luke avoids Philip. Scott avoids Walter. Paul avoids Shawn. Donna avoids Kim. Jack avoids Sean. Leon avoids June. Fred avoids Joseph. Susan avoids Phil. Jeff avoids Ian. Kelly avoids Leon. Ellen avoids William. Marc avoids Angela. Sam avoids Maggie. Arthur avoids Travis. Kim avoids Adrian. Ken avoids Monica. Robert avoids,1,Rebecca
Nick blocks Melanie. Louis blocks Aiden. Max blocks Nathan. George blocks Patrick. Ian blocks Lori. Lucy blocks Jenny. June blocks Victoria. Bob blocks Leo. Blake blocks Sara. Alice blocks Ken. Kim blocks Ron. Steve blocks Ted. Ken blocks Sally. Mark blocks Olga. Greg blocks Stephen. Luke blocks Zach. Jane blocks Nicole. Kyle blocks Victor. Pat blocks Sue. Kevin blocks Rob. Rad blocks Roger. Jake blocks Marc. Sam blocks Vanessa. Rick blocks Ronald. Tony blocks Richard. Marc blocks Sandra. Lisa blocks Kay. Jerry blocks Neil. Ellen blocks Jacob. Hope blocks June. Dennis blocks Lauren. Melissa blocks Andrea. Nick blocks,1,Melanie
Hope invites Victor. Kathy invites Marie. Alex invites Russell. Ellen invites William. Austin invites Sally. Dennis invites Aiden. Rad invites Liam. Frank invites Martha. Adam invites Sean. Kyle invites Rob. Megan invites Ray. Karen invites Olga. Tom invites Leon. Nick invites April. Fred invites Peggy. Margaret invites Logan. Julia invites Kirk. Jean invites Roy. Thomas invites Jordan. Josh invites Terry. Lisa invites Angela. Marie invites Johnny. Martin invites Paula. Linda invites Margaret. Blake invites Maggie. Mark invites Martin. Grace invites Anthony. Faith invites Rebecca. Scott invites Kyle. Robert invites Lydia. Hannah invites June. Maggie invites Pamela. Hope invites,1,Victor
