input,target_position,completion
Leo welcomes Olga. Emma welcomes Peggy. Sam welcomes Alison. Ian welcomes Sally. Jean welcomes Irene. Aaron welcomes Isaac. Daniel welcomes Lauren. Andrew welcomes Melanie. Maggie welcomes Walter. Helen welcomes Victor. Greg welcomes Pamela. Arthur welcomes Keith. Bob welcomes Albert. Tony welcomes Philip. Nick welcomes Richard. Juan welcomes Todd. Leo welcomes,1,Olga
Melissa attacks Shirley. Kelly attacks Jenny. Pat attacks Martin. Justin attacks Ted. Bill attacks Pamela. Steve attacks Ron. Kate attacks Jean. Rick attacks Todd. Blake attacks Leo. Scott attacks Victor. Helen attacks Wanda. Laura attacks Norman. Jill attacks Robin. Sarah attacks Marc. Marie attacks Nathan. Katie attacks Kyle. Melissa attacks,1,Shirley
Alice finds Jill. Mike finds Marie. Eric finds Teresa. Ian finds Nicole. Henry finds Angela. Melissa finds Jerry. Scott finds Melanie. Lily finds Alexa. Jordan finds Stan. Keith finds Stephen. Linda finds Victoria. Tim finds Jordan. Kelly finds Ralph. Ken finds William. Adam finds Shirley. Johnny finds Tyler. Alice finds,1,Jill
June pays Howard. Lisa pays Sean. Marie pays Lydia. Jason pays Stan. Dean pays Pamela. Howard pays Zach. Melissa pays Michael. Maggie pays Aiden. Dennis pays Margaret. Diana pays Noah. Joe pays Russell. David pays Travis. Fred pays Leah. Nick pays Marie. Martin pays Patrick. Amy pays Ken. June pays,1,Howard
Katie needs Jordan. Dave needs Tracy. Max needs Sharon. Aaron needs Russell. Laura needs Keith. Chris needs Judy. Justin needs Monica. Robert needs Martin. Jason needs Leo. George needs Angela. Diana needs Terry. Josh needs Margaret. Mike needs Oscar. Tim needs Jill. Jordan needs Norman. Kate needs Logan. Katie needs,1,Jordan
Jake builds Jenny. Megan builds Nancy. John builds Pam. Anne builds Jordan. Frank builds Stan. Steven builds Richard. Alex builds Rebecca. Adam builds Kurt. Karen builds Alicia. Jordan builds Lydia. Will builds Kara. Lucy builds Marie. Mary builds Noah. Dave builds Sue. Dennis builds Margaret. Joseph builds Todd. Jake builds,1,Jenny
Kim chooses Peggy. Howard chooses Kay. Josh chooses Adrian. Megan chooses Kim. Melissa chooses Keith. Edward chooses Liam. Jake chooses Kelly. Bill chooses Ken. Rad chooses Tyler. Greg chooses Paula. Sam chooses William. Daniel chooses Amber. Lisa chooses Phil. Ruth chooses Judy. Linda chooses Irene. Faith chooses Angela. Kim chooses,1,Peggy
Amy leaves Sheila. Bill leaves Shirley. Mike leaves Pam. Fred leaves Tracy. Margaret leaves Jacob. Dennis leaves Monica. Michael leaves Roy. Carol leaves Nathan. Will leaves Ronald. Craig leaves Roger. Robert leaves Logan. Steve leaves Travis. Alex leaves Liz. Edward leaves Sandra. Thomas leaves Leo. John leaves Robin. Amy leaves,1,Sheila
Pat tells Kurt. Grace tells Martha. Tom tells Kyle. Dean tells Alison. Emily tells Liz. Luke tells Michael. Kevin tells Phil. Chris tells Shawn. Ellen tells Margaret. Mark tells William. Steven tells Patrick. Maria tells Melanie. June tells Olga. Joy tells Zach. Craig tells Terry. Fred tells Renee. Pat tells,1,Kurt
Will respects Michael. Rick respects Nicole. Andrew respects Isabel. Linda respects Ray. Liz respects Peggy. Alice respects Rachel. James respects Aiden. Carl respects Troy. Lisa respects Marc. Bill respects Logan. Craig respects Jordan. Eric respects April. Nick respects Ian. Marc respects Travis. Julia respects Kim. Jordan respects Russell. Will respects,1,Michael
Dean grabs Ted. Jack grabs Anthony. Adam grabs Russell. Helen grabs Sue. Margaret grabs Jacob. John grabs Ray. Keith grabs Ralph. Andrew grabs Violet. Alan grabs Tyler. Kay grabs Nicholas. Joseph grabs Kyle. Julia grabs Leah. Alice grabs Victor. Jeff grabs Travis. Gary grabs Louis. Karen grabs Liz. Dean grabs,1,Ted
Will backs Andrea. Nick backs Lori. Robert backs Jenny. Juan backs Alicia. Henry backs Oscar. Bill backs Joy. Kyle backs Walter. Peter backs Richard. Ryan backs Pamela. Blake backs Phil. Andrew backs Rita. Mike backs Isaac. Jake backs Philip. Ruth backs Stephen. James backs Marie. Kay backs Margaret. Will backs,1,Andrea
Tim guards Oscar. Tony guards Russell. Jack guards Michelle. Mary guards Howard. Dennis guards Leon. Harry guards Logan. Paul guards Joseph. Alex guards Irene. Lily guards Jill. Peter guards Stephen. Margaret guards Kathy. Emily guards Isaac. Anne guards Rita. Pat guards Martha. Ruth guards Ian. Michael guards Kurt. Tim guards,1,Oscar
Carol grows Juan. Scott grows Noah. Henry grows Kay. Jill grows Kirk. Steven grows Vanessa. Matt grows Michael. Mary grows Irene. Megan grows Ian. Andrew grows Joseph. Thomas grows Pam. Jane grows Wanda. Frank grows Paula. Johnny grows Sharon. Lisa grows Marc. Kyle grows Janet. Greg grows Ashley. Carol grows,1,Juan
Alan buys Shawn. Julia buys Ken. Kevin buys Jean. Mark buys Wanda. Faith buys Ronald. Bob buys Olga. Lucy buys Kim. Thomas buys Nicole. Martin buys Russell. Ruth buys Michael. Sarah buys Pam. Katie buys Johnny. Maggie buys Lauren. Ben buys Roy. Lisa buys Marie. Marie buys Joy. Alan buys,1,Shawn
Grace feeds Shirley. Faith feeds Anthony. James feeds Robin. Andrew feeds Adrian. Rick feeds Stephanie. Lucy feeds Sally. Jill feeds Kay. Margaret feeds Lauren. Jeff feeds Martha. Brian feeds Nathan. Jenny feeds Todd. Claire feeds Kim. Joe feeds Judy. Leon feeds Isabel. Chris feeds Norman. Rose feeds Albert. Grace feeds,1,Shirley
Ruth trains Albert. Alice trains Angela. Amy trains Sharon. Jeff trains Adrian. Tony trains Kyle. Daniel trains Victor. Emma trains Joseph. Edward trains Vanessa. Austin trains Ralph. George trains Renee. Eric trains Alicia. Kelly trains Ian. Katie trains Kathy. Thomas trains Howard. Leo trains Janet. Gary trains Melanie. Ruth trains,1,Albert
Ben questions Russell. Ian questions Richard. Juan questions Marc. Margaret questions Vincent. Josh questions Louis. Tom questions Zach. Charles questions Ian. Rose questions Joy. Carol questions Rachel. Emma questions Leo. Laura questions Alison. Arthur questions Travis. Joe questions Pam. Keith questions Ashley. Rad questions Teresa. Faith questions Ron. Ben questions,1,Russell
Carl respects Stan. Donna respects Tyler. Dennis respects Nicole. Hannah respects Isabel. Juan respects Michael. Lily respects Amelia. Bob respects Joseph. Megan respects Michelle. Alex respects Wanda. Carol respects Rachel. Jenny respects Liam. Steve respects Zach. Andrew respects Valerie. Ken respects Ted. Lucy respects Vanessa. Rose respects Alicia. Carl respects,1,Stan
Michael alerts Jenny. Kurt alerts Wayne. Lucy alerts Joy. David alerts Sean. Louis alerts Howard. Leo alerts Martha. Carol alerts Sandra. Megan alerts Kyle. Nick alerts Olga. Margaret alerts Shawn. Martin alerts Sara. Dennis alerts Ruby. Ken alerts Ashley. Will alerts Renee. James alerts Ronald. Leon alerts Aiden. Michael alerts,1,Jenny
Rose permits Ken. Adam permits Albert. Blake permits Rachel. Thomas permits Maggie. Ben permits Jenny. Mary permits Zach. Fred permits Tyler. Alan permits Stan. Frank permits Oscar. Grace permits Judy. Eric permits Sean. John permits Angela. Jake permits Adrian. Juan permits Teresa. Marc permits Aiden. Jean permits Natalie. Rose permits,1,Ken
Aaron trains Jacob. Craig trains Amber. Jill trains Neil. Johnny trains Rebecca. Kevin trains Nathan. Edward trains Sandra. Thomas trains Judy. Leon trains Sue. Robert trains Travis. Maggie trains Natalie. June trains Alicia. Jake trains Ashley. David trains Janet. Rose trains Jill. Ryan trains Zach. Rad trains Tyler. Aaron trains,1,Jacob
Robert avoids Rebecca. Ruth avoids Sandra. Harry avoids Leah. Jason avoids Oscar. Lucy avoids Nathan. Helen avoids Teresa. Jerry avoids Kyle. Keith avoids Victoria. Chris avoids Kelly. Rick avoids Tracy. Henry avoids Sheila. Brian avoids Ruby. Jordan avoids Russell. Gary avoids Neil. Aaron avoids Sue. Dean avoids Zach. Robert avoids,1,Rebecca
Nick blocks Melanie. Louis blocks Aiden. Max blocks Nathan. George blocks Patrick. Ian blocks Lori. Lucy blocks Jenny. June blocks Victoria. Bob blocks Leo. Blake blocks Sara. Alice blocks Ken. Kim blocks Ron. Steve blocks Ted. Ken blocks Sally. Mark blocks Olga. Greg blocks Stephen. Luke blocks Zach. Nick blocks,1,Melanie
Hope invites Victor. Kathy invites Marie. Alex invites Russell. Ellen invites William. Austin invites Sally. Dennis invites Aiden. Rad invites Liam. Frank invites Martha. Adam invites Sean. Kyle invites Rob. Megan invites Ray. Karen invites Olga. Tom invites Leon. Nick invites April. Fred invites Peggy. Margaret invites Logan. Hope invites,1,Victor
Katie insists Kelly. Megan insists Michelle. Hannah insists Monica. Leo insists Andrea. Donna insists Leah. Lucy insists Amber. Keith insists Renee. Lauren insists June. Lily insists Maggie. Andrew insists Neil. Sarah insists Rita. Karen insists Nicole. Michael insists Nathan. Howard insists Patrick. Margaret insists Alison. Grace insists Nancy. Katie insists,1,Kelly
Lisa seeks Wayne. Marie seeks Marc. Lucy seeks Stephanie. Mark seeks Jenny. Joy seeks Sara. Greg seeks Peggy. Jill seeks Oscar. Grace seeks Andrea. Matt seeks Kara. Hope seeks Leo. June seeks Ruby. Fred seeks Judy. Martin seeks Joy. Bill seeks Ron. Faith seeks Julian. Leo seeks April. Lisa seeks,1,Wayne
Tony captures Joy. Will captures Andrea. Marc captures Tracy. John captures Melissa. Alex captures Isaac. Anna captures Kay. Alan captures Monica. Dave captures Nicole. Jenny captures Anthony. Martin captures Leo. Jane captures Sally. Marie captures Ashley. June captures Sue. Leon captures Kathy. Amy captures Keith. Louis captures Juan. Tony captures,1,Joy
Kurt reminds April. Hope reminds Patrick. Linda reminds Oscar. Hannah reminds Margaret. Gary reminds Stephen. Kate reminds Nathan. Tom reminds Joseph. Liz reminds Amber. Dave reminds Teresa. Henry reminds Melissa. Johnny reminds Adrian. Adam reminds Leah. Susan reminds Julian. Leon reminds Rebecca. Josh reminds Kathy. Jake reminds Johnny. Kurt reminds,1,April
David sends Tracy. Tim sends Violet. Ruth sends Jacob. Alice sends Marie. Howard sends Maggie. Edward sends Sheila. Paul sends Anthony. Juan sends Sandra. Kate sends Richard. Jack sends Rebecca. Thomas sends Wanda. Maggie sends Ron. Charles sends Monica. Craig sends Liz. Justin sends Martin. Emily sends Michelle. David sends,1,Tracy
Alex parks Leon. Ben parks Todd. Kyle parks Irene. Anna parks Louis. Steve parks Ashley. Alice parks Ralph. Mike parks Philip. Jordan parks Isaac. Leo parks Jenny. Will parks Shawn. Lauren parks Albert. Gary parks Kurt. Ruth parks Martin. Liz parks Tracy. Paul parks Melissa. Jenny parks Monica. Alex parks,1,Leon
Helen shares Teresa. Scott shares Ruby. Jenny shares Jenny. Justin shares Irene. Ken shares Stephanie. Leon shares Violet. Marc shares Louis. Laura shares Rob. Bob shares Leo. Brian shares Isabel. Jacob shares Olga. Arthur shares Lori. Joe shares Victor. Donna shares Nancy. Keith shares Richard. Karen shares Juan. Helen shares,1,Teresa
Kyle stops Nancy. Gary stops June. David stops Kara. Henry stops April. Alex stops Ian. Greg stops Roy. Nick stops Lydia. Dennis stops Ronald. Pat stops Nathan. Mark stops Kirk. Eric stops Melissa. Emma stops Howard. Ian stops Olga. Mary stops Patrick. Rad stops Richard. Luke stops Noah. Kyle stops,1,Nancy
Jenny trains Alicia. Diana trains Sharon. Kelly trains Maggie. Martin trains Roy. Jeff trains Rita. Leo trains Roger. Henry trains Ronald. Jean trains Sandra. Juan trains Keith. Jack trains Ray. Steve trains Lori. Nick trains Liam. Michael trains Nathan. Greg trains Wayne. Joseph trains Russell. Melissa trains Noah. Diana trains,2,Sharon
Bill writes Joan. Lucy writes Stephanie. George writes Zach. Anna writes Rachel. Brian writes Leo. Leon writes Lauren. Ian writes Howard. Jill writes Olga. Linda writes Lori. Amy writes Norman. Tom writes Justin. Jean writes Jacob. Peter writes Noah. Howard writes Roy. Jake writes Renee. Karen writes Violet. Lucy writes,2,Stephanie
Hope faces Tracy. Liz faces Stephanie. Sam faces Lauren. Adam faces Liz. Andrew faces Rachel. Ryan faces Louis. Faith faces Justin. Robert faces Sheila. Blake faces Maggie. Kevin faces Michael. Austin faces Liam. Diana faces Kim. Joy faces Natalie. Greg faces Jenny. Joe faces Ralph. Marie faces Andrea. Liz faces,2,Stephanie
Claire buys Rita. Megan buys Sandra. Maria buys Ronald. Ryan buys Pamela. Ken buys Roger. Andrew buys Sheila. Bill buys Jacob. Charles buys Victor. Amy buys Howard. Michael buys Ian. Craig buys Oscar. Adam buys Monica. John buys Peggy. Kevin buys Amelia. Emily buys Natalie. Karen buys Nicholas. Megan buys,2,Sandra
Jack likes Kathy. Liz likes Ted. James likes Juan. David likes Lori. Sam likes Stephen. Blake likes Sara. Lily likes Isabel. John likes Tyler. Frank likes Martin. Emily likes Jacob. Kyle likes Liam. Melissa likes Anthony. Arthur likes William. Keith likes Leah. Lauren likes Valerie. Chris likes Pam. Liz likes,2,Ted
Jake permits Maggie. Kathy permits Ted. Jason permits Kirk. Jeff permits Johnny. Emma permits Justin. Jordan permits Angela. Margaret permits Andrea. James permits Peggy. Dean permits Sean. Sarah permits Jenny. Leon permits Liz. Kurt permits Tracy. Frank permits Norman. Anna permits Ronald. Louis permits Julian. Lucy permits Phil. Kathy permits,2,Ted
John protects Martha. Hannah protects Sara. Dean protects Louis. Bill protects Phil. Blake protects Lauren. Carol protects Ray. Thomas protects Shawn. Greg protects Sandra. Justin protects Johnny. Susan protects Joy. Aaron protects Kathy. Emma protects Shirley. Julia protects April. Martin protects Richard. Hope protects Angela. Tom protects Amber. Hannah protects,2,Sara
Kevin rewards Sue. Rick rewards Peggy. Hope rewards Renee. Jacob rewards Stephen. Ryan rewards Paula. Thomas rewards Marc. Grace rewards Kay. Jean rewards Nancy. Bill rewards Violet. Lily rewards Wanda. Sarah rewards Ashley. Rad rewards Martin. Pat rewards Melanie. Jerry rewards Isabel. Andrew rewards Ralph. Steve rewards Jill. Rick rewards,2,Peggy
Kate adopts Patrick. Faith adopts Todd. Maria adopts Joan. Jenny adopts Kirk. Tony adopts Vanessa. Anne adopts Neil. Aaron adopts Alicia. Mary adopts Wanda. Kelly adopts Terry. Joe adopts Justin. Bob adopts Renee. Ryan adopts Leon. Max adopts Michelle. Lisa adopts Walter. Sam adopts Ian. Robert adopts Ken. Faith adopts,2,Todd
Thomas allows Teresa. Louis allows Shawn. Margaret allows William. Ellen allows Victor. Megan allows Valerie. Blake allows Jordan. Pat allows Leah. Karen allows Margaret. Kathy allows Wanda. Justin allows Zach. John allows Marc. Bob allows Paula. Donna allows Sylvia. Charles allows Michelle. Lily allows Olga. Mark allows Kelly. Louis allows,2,Shawn
Alex finds Adrian. Kate finds Natalie. Eric finds Paula. Margaret finds Wayne. Robert finds Sharon. Liz finds Justin. Matt finds Louis. Lucy finds Michelle. Kelly finds Rachel. Jane finds Jordan. Rick finds Shirley. Daniel finds Richard. Austin finds Amber. Luke finds Johnny. Joe finds Kim. Faith finds Melissa. Kate finds,2,Natalie
Tim grows Kim. Jean grows Justin. Ken grows Neil. Anna grows Kay. Michael grows Alicia. Austin grows Oscar. David grows Russell. Claire grows Ted. Juan grows Tracy. Justin grows Keith. Tom grows Ken. Peter grows Howard. Mike grows Violet. Maria grows William. Eric grows Aiden. Scott grows Alexa. Jean grows,2,Justin
Joe fixes Nicole. Hope fixes Stephanie. Joy fixes Ashley. Diana fixes Lydia. Lucy fixes Logan. Maggie fixes Liz. Ryan fixes Shirley. Adam fixes Vanessa. Kelly fixes Philip. Carol fixes Ray. Daniel fixes Kathy. Robert fixes Noah. Josh fixes Isabel. Mike fixes Troy. Johnny fixes Ted. Faith fixes Angela. Hope fixes,2,Stephanie
Diana supports Martha. Howard supports Jerry. Sarah supports Marc. Ruth supports Patrick. Luke supports Michelle. Ryan supports Roy. Craig supports Lauren. Donna supports Adrian. Harry supports Logan. Faith supports Anthony. Anne supports Andrea. Rose supports Rebecca. Katie supports Monica. Kim supports Tracy. Nick supports Jacob. Bill supports Shawn. Howard supports,2,Jerry
Nick cleans Irene. Jill cleans Vincent. Ruth cleans Louis. Blake cleans Kirk. Daniel cleans Isabel. Marc cleans Zach. Karen cleans Anthony. Faith cleans Andrea. Grace cleans Sylvia. Diana cleans Natalie. Gary cleans Tracy. Joe cleans Adrian. Dave cleans Leo. Marie cleans Joy. Amy cleans Keith. Ken cleans Richard. Jill cleans,2,Vincent
Martin needs Kelly. Anne needs Melanie. Liz needs Albert. Thomas needs Amelia. Lisa needs Sean. Mark needs Ralph. June needs Marie. Kurt needs Juan. Ian needs Valerie. Paul needs Nancy. Tim needs Kara. Johnny needs Irene. Mary needs Shawn. Lucy needs Nicole. Katie needs Tyler. Jacob needs Liz. Anne needs,2,Melanie
Dean advises Monica. Gary advises Tracy. Scott advises Margaret. Jacob advises Philip. Alex advises Wanda. Susan advises Ronald. Bob advises Kara. Michael advises Rob. Ruth advises Alexa. Megan advises Vincent. Donna advises Kelly. Peter advises Vanessa. Jean advises Lydia. Josh advises Kurt. Amy advises Ruby. Carl advises Norman. Gary advises,2,Tracy
Ruth finds Vincent. Michael finds Melanie. Faith finds Terry. James finds Leo. Lucy finds Wanda. Helen finds Rita. Dave finds Juan. Jacob finds Tracy. Bob finds Maggie. Carl finds Rachel. Mike finds Zach. Steven finds Angela. Craig finds Alexa. Megan finds Alicia. Joe finds Victoria. Susan finds Amber. Michael finds,2,Melanie
Sam prohibits Alexa. Aaron prohibits Amelia. Henry prohibits Logan. Blake prohibits Maggie. Susan prohibits Ruby. James prohibits Janet. Thomas prohibits Valerie. Leon prohibits Kirk. Hope prohibits Ray. Liz prohibits Walter. Kevin prohibits Ashley. Ben prohibits Roger. Jill prohibits Pam. Harry prohibits Aiden. Steve prohibits Joseph. Marie prohibits Sara. Aaron prohibits,2,Amelia
Ken prohibits Walter. Ellen prohibits Kelly. Megan prohibits Joy. Sam prohibits Rachel. Craig prohibits Nicholas. Dean prohibits Patrick. Susan prohibits Sue. Bill prohibits Stephen. Matt prohibits Wayne. Keith prohibits Zach. Emily prohibits Violet. Rad prohibits June. Jake prohibits Liam. Jordan prohibits Natalie. Austin prohibits Sean. Marie prohibits Lydia. Ellen prohibits,2,Kelly
Keith invites June. Mary invites Alison. Tom invites Patrick. Juan invites Ray. Henry invites Sharon. Lucy invites Sally. Emma invites Jordan. Kathy invites Melanie. John invites Valerie. Karen invites Sylvia. Mark invites Louis. George invites Keith. Thomas invites Irene. Blake invites Oscar. Chris invites Joseph. Gary invites Neil. Mary invites,2,Alison
Lauren brings Justin. Dean brings Leon. Kyle brings Sean. Alex brings Jill. Dennis brings Rebecca. Jake brings Violet. Leon brings Rachel. Henry brings Juan. Sarah brings Ken. Austin brings Angela. Rose brings Jean. Julia brings Johnny. Lisa brings Wanda. Justin brings Sandra. Howard brings Andrea. Max brings Ralph. Dean brings,2,Leon
Scott demands Lauren. Grace demands Patrick. Melissa demands Stephanie. Eric demands Alicia. Maggie demands Kathy. Ken demands Kelly. Alice demands Margaret. Rad demands Terry. Craig demands Victor. Edward demands Stephen. Johnny demands Isabel. Liz demands Jerry. Carl demands Ted. Martin demands Marie. Faith demands Joan. Jerry demands June. Grace demands,2,Patrick
Laura burns Stephanie. Amy burns Vincent. Luke burns Monica. Justin burns Renee. Alan burns Rachel. Leo burns Valerie. Sarah burns Peggy. Charles burns Marie. Hannah burns Kay. Joy burns Ralph. Kathy burns Troy. Sam burns Maggie. Jack burns Sharon. Austin burns Johnny. Henry burns Shawn. Rose burns Joy. Amy burns,2,Vincent
Hannah feels Michelle. Ben feels Lydia. Emma feels Ian. Anne feels Valerie. James feels Nicole. Julia feels Sue. Katie feels Logan. Alice feels Sean. Josh feels Joseph. Jake feels Alicia. Mary feels Richard. Steve feels Sheila. Lily feels Stan. Dean feels Sandra. Howard feels Rob. Fred feels Ronald. Ben feels,2,Lydia
Jeff fights Jacob. Leo fights Olga. Josh fights Liz. Anne fights Noah. Jake fights Alexa. Mark fights Albert. Helen fights Sean. Martin fights Rebecca. Laura fights Lori. Linda fights Ralph. Pat fights Stephen. Dennis fights Natalie. Steven fights Zach. Blake fights Jerry. Kay fights Richard. James fights Jenny. Leo fights,2,Olga
Carol approaches June. Emma approaches William. Linda approaches Shirley. Tim approaches Sally. Jane approaches Nathan. Kevin approaches Kyle. Dennis approaches Sheila. Martin approaches Ashley. Thomas approaches Amelia. Ben approaches Wanda. Helen approaches Stan. Eric approaches Sara. Lily approaches Wayne. Tony approaches Jordan. Kelly approaches Jean. Will approaches Keith. Emma approaches,2,William
Arthur makes Lori. Mark makes Jacob. Dennis makes Nicole. Rick makes William. Lucy makes Juan. Matt makes Richard. Luke makes Sean. Emma makes Isabel. Edward makes Amber. Melissa makes Rita. Fred makes Pamela. Ryan makes Marc. Tom makes Renee. Juan makes Sheila. Max makes Stephen. Martin makes Rachel. Mark makes,2,Jacob
Maggie risks Adrian. Jacob risks Kay. Jeff risks Leah. Sarah risks Jerry. Josh risks Travis. Robert risks Tyler. Arthur risks Anthony. Juan risks Kyle. Melissa risks Oscar. Chris risks Angela. Jerry risks Shawn. Keith risks Natalie. Luke risks Wayne. Lauren risks Howard. Kurt risks Alexa. Marc risks Ian. Jacob risks,2,Kay
George shares Irene. Julia shares Sally. Joseph shares Paula. Josh shares Sharon. Jason shares Albert. Ben shares Julian. Peter shares Patrick. Sarah shares Rob. Ryan shares Leon. Aaron shares Sheila. Jack shares Teresa. Tony shares Kyle. Bob shares Jerry. Henry shares Sylvia. Margaret shares William. Tim shares Ruby. Julia shares,2,Sally
Diana proposes Sean. June proposes Lauren. Rick proposes Amber. Maria proposes Paula. Julia proposes Jean. Max proposes Teresa. Margaret proposes Joseph. Andrew proposes Philip. Laura proposes Roger. Kevin proposes Tyler. Lisa proposes Ralph. Anna proposes Patrick. Arthur proposes Tracy. Charles proposes Kyle. Martin proposes Jacob. Pat proposes Nathan. June proposes,2,Lauren
